hierarchy;SIDC;fullpath;name;nameFR;icon-png;icon-svg
1.X.3.1.1.3.1;S*G*UCAAD-;GROUND TRACK|UNIT|COMBAT|ANTI ARMOUR|ANTI ARMOUR DISMOUNTED;ANTI ARMOUR DISMOUNTED;ANTI-CHAR (DISMOUNTED);1.X.3.1.1.3.1.png;1.X.3.1.1.3.1.svg
1.X.3.1.1.3.2;S*G*UCAAL-;GROUND TRACK|UNIT|COMBAT|ANTI ARMOUR|ANTI ARMOUR LIGHT;ANTI ARMOUR LIGHT;ANTI-CHAR LÉGER;1.X.3.1.1.3.2.png;1.X.3.1.1.3.2.svg
1.X.3.1.1.3.3;S*G*UCAAM-;GROUND TRACK|UNIT|COMBAT|ANTI ARMOUR|ANTI ARMOUR AIRBORNE;ANTI ARMOUR AIRBORNE;ANTI-CHAR AÉROPORTÉ;1.X.3.1.1.3.3.png;1.X.3.1.1.3.3.svg
1.X.3.1.1.3.4;S*G*UCAAS-;GROUND TRACK|UNIT|COMBAT|ANTI ARMOUR|ANTI ARMOUR AIR ASSAULT;ANTI ARMOUR AIR ASSAULT;ANTI-CHAR POUR ASSAUT AÉRIEN;1.X.3.1.1.3.4.png;1.X.3.1.1.3.4.svg
1.X.3.1.1.3.5;S*G*UCAAU-;GROUND TRACK|UNIT|COMBAT|ANTI ARMOUR|ANTI ARMOUR MOUNTAIN;ANTI ARMOUR MOUNTAIN;ANTI-CHAR EN MONTAGNE;1.X.3.1.1.3.5.png;1.X.3.1.1.3.5.svg
1.X.3.1.1.3.6;S*G*UCAAC-;GROUND TRACK|UNIT|COMBAT|ANTI ARMOUR|ANTI ARMOUR ARCTIC;ANTI ARMOUR ARCTIC;ANTI-CHAR EN ARCTIQUE;1.X.3.1.1.3.6.png;1.X.3.1.1.3.6.svg
1.X.3.1.1.3.7;S*G*UCAAA-;GROUND TRACK|UNIT|COMBAT|ANTI ARMOUR|ANTI ARMOUR ARMOURED;ANTI ARMOUR ARMOURED;ANTI-CHAR BLINDÉ;1.X.3.1.1.3.7.png;1.X.3.1.1.3.7.svg
1.X.3.1.1.3.7.1;S*G*UCAAAT;GROUND TRACK|UNIT|COMBAT|ANTI ARMOUR|ANTI ARMOUR ARMOURED|ANTI ARMOUR ARMOURED TRACKED;ANTI ARMOUR ARMOURED TRACKED;ANTI-CHAR BLINDÉ À CHENILLES;1.X.3.1.1.3.7.1.png;1.X.3.1.1.3.7.1.svg
1.X.3.1.1.3.7.2;S*G*UCAAAW;GROUND TRACK|UNIT|COMBAT|ANTI ARMOUR|ANTI ARMOUR ARMOURED|ANTI ARMOUR ARMOURED WHEELED;ANTI ARMOUR ARMOURED WHEELED;ANTI-CHAR BLINDÉ SUR ROUES;1.X.3.1.1.3.7.2.png;1.X.3.1.1.3.7.2.svg
1.X.3.1.1.3.7.3;S*G*UCAAAS;GROUND TRACK|UNIT|COMBAT|ANTI ARMOUR|ANTI ARMOUR ARMOURED|ANTI ARMOUR ARMOURED AIR ASSAULT;ANTI ARMOUR ARMOURED AIR ASSAULT;ANTI-CHAR BLINDÉ POUR ASSAUT AÉRIEN;1.X.3.1.1.3.7.3.png;1.X.3.1.1.3.7.3.svg
1.X.3.1.1.3.8;S*G*UCAAO-;GROUND TRACK|UNIT|COMBAT|ANTI ARMOUR|ANTI ARMOUR MOTORIZED;ANTI ARMOUR MOTORIZED;ANTI-CHAR MOTORISÉ;1.X.3.1.1.3.8.png;1.X.3.1.1.3.8.svg
1.X.3.1.1.3.8.1;S*G*UCAAOS;GROUND TRACK|UNIT|COMBAT|ANTI ARMOUR|ANTI ARMOUR MOTORIZED|ANTI ARMOUR MOTORIZED AIR ASSAULT;ANTI ARMOUR MOTORIZED AIR ASSAULT;ANTI-CHAR MOTORISÉ POUR ASSAUT AÉRIEN;1.X.3.1.1.3.8.1.png;1.X.3.1.1.3.8.1.svg
1.X.3.1.1.4;S*G*UCV---;GROUND TRACK|UNIT|COMBAT|AVIATION;AVIATION;AVIATION;1.X.3.1.1.4.png;1.X.3.1.1.4.svg
1.X.3.1.1.4.1;S*G*UCVF--;GROUND TRACK|UNIT|COMBAT|AVIATION|FIXED WING;FIXED WING;AILE FIXE;1.X.3.1.1.4.1.png;1.X.3.1.1.4.1.svg
1.X.3.1.1.4.1.1;S*G*UCVFU-;GROUND TRACK|UNIT|COMBAT|AVIATION|FIXED WING|UTILITY FIXED WING;UTILITY FIXED WING;AILE FIXE UTILITAIRE;1.X.3.1.1.4.1.1.png;1.X.3.1.1.4.1.1.svg
1.X.3.1.1.4.1.2;S*G*UCVFA-;GROUND TRACK|UNIT|COMBAT|AVIATION|FIXED WING|ATTACK FIXED WING;ATTACK FIXED WING;AILE FIXE D'ATTAQUE;1.X.3.1.1.4.1.2.png;1.X.3.1.1.4.1.2.svg
1.X.3.1.1.4.1.2.1;S*G*UCVUTP;GROUND TRACK|UNIT|COMBAT|AVIATION|FIXED WING|ATTACK FIXED WING|TACTICAL AIR CONTROL PARTY (TACP);TACTICAL AIR CONTROL PARTY (TACP);ÉQUIPE DE CONTRÔLE AÉRIEN TACTIQUE (TACP);1.X.3.1.1.4.1.2.1.png;1.X.3.1.1.4.1.2.1.svg
1.X.3.1.1.4.1.2.2;S*G*UCVUFC;GROUND TRACK|UNIT|COMBAT|AVIATION|FIXED WING|ATTACK FIXED WING|FORWARD AIR CONTROLLER (FAC);FORWARD AIR CONTROLLER (FAC);CONTRÔLEUR AÉRIEN AVANCÉ (FAC);1.X.3.1.1.4.1.2.2.png;1.X.3.1.1.4.1.2.2.svg
1.X.3.1.1.4.1.3;S*G*UCVFR-;GROUND TRACK|UNIT|COMBAT|AVIATION|FIXED WING|RECON FIXED WING;RECON FIXED WING;AILE FIXE DE RECONNAISSANCE;1.X.3.1.1.4.1.3.png;1.X.3.1.1.4.1.3.svg
1.X.3.1.1.4.2;S*G*UCVR--;GROUND TRACK|UNIT|COMBAT|AVIATION|ROTARY WING;ROTARY WING;AILE TOURNANTE;1.X.3.1.1.4.2.png;1.X.3.1.1.4.2.svg
1.X.3.1.1.4.2.1;S*G*UCVRA-;GROUND TRACK|UNIT|COMBAT|AVIATION|ROTARY WING|ATTACK ROTARY WING;ATTACK ROTARY WING;AILE TOURNANTE D'ATTAQUE;1.X.3.1.1.4.2.1.png;1.X.3.1.1.4.2.1.svg
1.X.3.1.1.4.2.2;S*G*UCVRS-;GROUND TRACK|UNIT|COMBAT|AVIATION|ROTARY WING|SCOUT ROTARY WING;SCOUT ROTARY WING;AILE TOURNANTE DE RECONNAISSANCE;1.X.3.1.1.4.2.2.png;1.X.3.1.1.4.2.2.svg
1.X.3.1.1.4.2.3;S*G*UCVRW-;GROUND TRACK|UNIT|COMBAT|AVIATION|ROTARY WING|ANTISUBMARINE WARFARE ROTARY WING;ANTISUBMARINE WARFARE ROTARY WING;AILE TOURNANTE DE LUTTE ANTI-SOUS-MARINE;1.X.3.1.1.4.2.3.png;1.X.3.1.1.4.2.3.svg
1.X.3.1.1.4.2.4;S*G*UCVRU-;GROUND TRACK|UNIT|COMBAT|AVIATION|ROTARY WING|UTILITY ROTARY WING;UTILITY ROTARY WING;AILE TOURNANTE UTILITAIRE;1.X.3.1.1.4.2.4.png;1.X.3.1.1.4.2.4.svg
1.X.3.1.1.4.2.4.1;S*G*UCVRUL;GROUND TRACK|UNIT|COMBAT|AVIATION|ROTARY WING|UTILITY ROTARY WING|LIGHT UTILITY ROTARY WING;LIGHT UTILITY ROTARY WING;AILE TOURNANTE UTILITAIRE LÉGÈRE;1.X.3.1.1.4.2.4.1.png;1.X.3.1.1.4.2.4.1.svg
1.X.3.1.1.4.2.4.2;S*G*UCVRUM;GROUND TRACK|UNIT|COMBAT|AVIATION|ROTARY WING|UTILITY ROTARY WING|MEDIUM UTILITY ROTARY WING;MEDIUM UTILITY ROTARY WING;AILE TOURNANTE UTILITAIRE MOYENNE;1.X.3.1.1.4.2.4.2.png;1.X.3.1.1.4.2.4.2.svg
1.X.3.1.1.4.2.4.3;S*G*UCVRUH;GROUND TRACK|UNIT|COMBAT|AVIATION|ROTARY WING|UTILITY ROTARY WING|HEAVY UTILITY ROTARY WING;HEAVY UTILITY ROTARY WING;AILE TOURNANTE UTILITAIRE LOURDE;1.X.3.1.1.4.2.4.3.png;1.X.3.1.1.4.2.4.3.svg
1.X.3.1.1.4.2.5;S*G*UCVRUC;GROUND TRACK|UNIT|COMBAT|AVIATION|ROTARY WING|C2 ROTARY WING;C2 ROTARY WING;AILE TOURNANTE POUR COMMANDEMENT ET CONTRÔLE (C2);1.X.3.1.1.4.2.5.png;1.X.3.1.1.4.2.5.svg
1.X.3.1.1.4.2.6;S*G*UCVRUE;GROUND TRACK|UNIT|COMBAT|AVIATION|ROTARY WING|MEDEVAC ROTARY WING;MEDEVAC ROTARY WING;AILE TOURNANTE POUR ÉVACUATION MÉDICALE (MEDEVAC);1.X.3.1.1.4.2.6.png;1.X.3.1.1.4.2.6.svg
1.X.3.1.1.4.2.7;S*G*UCVRM-;GROUND TRACK|UNIT|COMBAT|AVIATION|ROTARY WING|MINE COUNTERMEASURE ROTARY WING;MINE COUNTERMEASURE ROTARY WING;AILE TOURNANTE POUR CONTRE-MESURES DE MINES;1.X.3.1.1.4.2.7.png;1.X.3.1.1.4.2.7.svg
1.X.3.1.1.4.3;S*G*UCVS--;GROUND TRACK|UNIT|COMBAT|AVIATION|PERSONNEL RECOVERY;PERSONNEL RECOVERY;RÉCUPÉRATION DE PERSONNEL;1.X.3.1.1.4.3.png;1.X.3.1.1.4.3.svg
1.X.3.1.1.4.4;S*G*UCVC--;GROUND TRACK|UNIT|COMBAT|AVIATION|COMPOSITE;COMPOSITE;COMPOSITE;1.X.3.1.1.4.4.png;1.X.3.1.1.4.4.svg
1.X.3.1.1.4.5;S*G*UCVV--;GROUND TRACK|UNIT|COMBAT|AVIATION|VERTICAL/SHORT TAKEOFF AND LANDING (V/STOL);VERTICAL/SHORT TAKEOFF AND LANDING (V/STOL);DÉCOLLAGE ET ATTERRISSAGE VERTICAL/COURT (DVAC);1.X.3.1.1.4.5.png;1.X.3.1.1.4.5.svg
1.X.3.1.1.4.6;S*G*UCVU--;GROUND TRACK|UNIT|COMBAT|AVIATION|UNMANNED AERIAL VEHICLE;UNMANNED AERIAL VEHICLE;VÉHICULE AÉRIEN SANS PILOTE (VAPS);1.X.3.1.1.4.6.png;1.X.3.1.1.4.6.svg
1.X.3.1.1.4.6.1;S*G*UCVUF-;GROUND TRACK|UNIT|COMBAT|AVIATION|UNMANNED AERIAL VEHICLE|UNMANNED AERIAL VEHICLE FIXED WING;UNMANNED AERIAL VEHICLE FIXED WING;VÉHICULE AÉRIEN SANS PILOTE À AILE FIXE (VAPS À AILE FIXE);1.X.3.1.1.4.6.1.png;1.X.3.1.1.4.6.1.svg
1.X.3.1.1.4.6.1.1;S*G*UCVU--;GROUND TRACK|UNIT|COMBAT|AVIATION|UNMANNED AERIAL VEHICLE|UNMANNED AERIAL VEHICLE FIXED WING|AVIATION UAV CONTROL;AVIATION UAV CONTROL;CONTRÔLE DES VAPS AÉRIENS;1.X.3.1.1.4.6.1.1.png;1.X.3.1.1.4.6.1.1.svg
1.X.3.1.1.4.6.1.2;S*G*UCVU--;GROUND TRACK|UNIT|COMBAT|AVIATION|UNMANNED AERIAL VEHICLE|UNMANNED AERIAL VEHICLE FIXED WING|AVIATION UAV LAUNCHER;AVIATION UAV LAUNCHER;LANCEUR DE VAPS AÉRIENS;1.X.3.1.1.4.6.1.2.png;1.X.3.1.1.4.6.1.2.svg
1.X.3.1.1.4.6.1.3;S*G*UCVU--;GROUND TRACK|UNIT|COMBAT|AVIATION|UNMANNED AERIAL VEHICLE|UNMANNED AERIAL VEHICLE FIXED WING|AVIATION UAV RECOVERY;AVIATION UAV RECOVERY;RÉCUPÉRATION DES VAPS AÉRIENS;1.X.3.1.1.4.6.1.3.png;1.X.3.1.1.4.6.1.3.svg
1.X.3.1.1.4.6.2;S*G*UCVUR-;GROUND TRACK|UNIT|COMBAT|AVIATION|UNMANNED AERIAL VEHICLE|UNMANNED AERIAL VEHICLE ROTARY WING;UNMANNED AERIAL VEHICLE ROTARY WING;VÉHICULE AÉRIEN SANS PILOTE À AILE TOURNANTE (VAPS À AILE TOURNANTE);1.X.3.1.1.4.6.2.png;1.X.3.1.1.4.6.2.svg
1.X.3.1.1.4.6.3;S*G*UCVUTP;GROUND TRACK|UNIT|COMBAT|AVIATION|UNMANNED AERIAL VEHICLE|TACTICAL AIR CONTROL PARTY (TACP);TACTICAL AIR CONTROL PARTY (TACP);ÉQUIPE DE CONTRÔLE AÉRIEN TACTIQUE (TACP);1.X.3.1.1.4.6.3.png;1.X.3.1.1.4.6.3.svg
1.X.3.1.1.4.6.4;S*G*UCVUFC;GROUND TRACK|UNIT|COMBAT|AVIATION|UNMANNED AERIAL VEHICLE|FORWARD AIR CONTROLLER (FAC);FORWARD AIR CONTROLLER (FAC);CONTRÔLEUR AÉRIEN AVANCÉ (FAC);1.X.3.1.1.4.6.4.png;1.X.3.1.1.4.6.4.svg
1.X.3.1.1.5;S*G*UCI---;GROUND TRACK|UNIT|COMBAT|INFANTRY;INFANTRY;INFANTERIE;1.X.3.1.1.5.png;1.X.3.1.1.5.svg
1.X.3.1.1.5.1;S*G*UCIL--;GROUND TRACK|UNIT|COMBAT|INFANTRY|INFANTRY LIGHT;INFANTRY LIGHT;INFANTERIE LÉGÈRE;1.X.3.1.1.5.1.png;1.X.3.1.1.5.1.svg
1.X.3.1.1.5.2;S*G*UCIM--;GROUND TRACK|UNIT|COMBAT|INFANTRY|INFANTRY MOTORIZED;INFANTRY MOTORIZED;INFANTERIE MOTORISÉE;1.X.3.1.1.5.2.png;1.X.3.1.1.5.2.svg
1.X.3.1.1.5.3;S*G*UCIO--;GROUND TRACK|UNIT|COMBAT|INFANTRY|INFANTRY MOUNTAIN;INFANTRY MOUNTAIN;INFANTERIE DE MONTAGNE;1.X.3.1.1.5.3.png;1.X.3.1.1.5.3.svg
1.X.3.1.1.5.4;S*G*UCIA--;GROUND TRACK|UNIT|COMBAT|INFANTRY|INFANTRY AIRBORNE;INFANTRY AIRBORNE;INFANTERIE AÉROPORTÉE;1.X.3.1.1.5.4.png;1.X.3.1.1.5.4.svg
1.X.3.1.1.5.5;S*G*UCIS--;GROUND TRACK|UNIT|COMBAT|INFANTRY|INFANTRY AIR ASSAULT;INFANTRY AIR ASSAULT;INFANTERIE POUR ASSAUT AÉRIEN;1.X.3.1.1.5.5.png;1.X.3.1.1.5.5.svg
1.X.3.1.1.5.6;S*G*UCIZ--;GROUND TRACK|UNIT|COMBAT|INFANTRY|INFANTRY MECHANIZED;INFANTRY MECHANIZED;INFANTERIE MÉCANISÉE;1.X.3.1.1.5.6.png;1.X.3.1.1.5.6.svg
1.X.3.1.1.5.7;S*G*UCIN--;GROUND TRACK|UNIT|COMBAT|INFANTRY|INFANTRY NAVAL;INFANTRY NAVAL;INFANTERIE NAVALE;1.X.3.1.1.5.7.png;1.X.3.1.1.5.7.svg
1.X.3.1.1.5.8;S*G*UCII--;GROUND TRACK|UNIT|COMBAT|INFANTRY|INFANTRY FIGHTING VEHICLE;INFANTRY FIGHTING VEHICLE;VÉHICULE DE COMBAT D'INFANTERIE (VCI);1.X.3.1.1.5.8.png;1.X.3.1.1.5.8.svg
1.X.3.1.1.5.9;S*G*UCIC--;GROUND TRACK|UNIT|COMBAT|INFANTRY|INFANTRY ARCTIC;INFANTRY ARCTIC;INFANTERIE EN ARCTIQUE;1.X.3.1.1.5.9.png;1.X.3.1.1.5.9.svg
1.X.3.1.1.5.10;S*G*UCIC--;GROUND TRACK|UNIT|COMBAT|INFANTRY|INFANTRY SNIPER;INFANTRY SNIPER;TIREUR D'ÉLITE D'INFANTERIE;1.X.3.1.1.5.10.png;1.X.3.1.1.5.10.svg
1.X.3.1.1.6;S*G*UCE---;GROUND TRACK|UNIT|COMBAT|ENGINEER;ENGINEER;GÉNIE;1.X.3.1.1.6.png;1.X.3.1.1.6.svg
1.X.3.1.1.6.1;S*G*UCEC--;GROUND TRACK|UNIT|COMBAT|ENGINEER|ENGINEER COMBAT;ENGINEER COMBAT;GÉNIE DE COMBAT;1.X.3.1.1.6.1.png;1.X.3.1.1.6.1.svg
1.X.3.1.1.6.1.1;S*G*UCECS-;GROUND TRACK|UNIT|COMBAT|ENGINEER|ENGINEER COMBAT|ENGINEER COMBAT AIR ASSAULT;ENGINEER COMBAT AIR ASSAULT;GÉNIE DE COMBAT POUR ASSAUT AÉRIEN;1.X.3.1.1.6.1.1.png;1.X.3.1.1.6.1.1.svg
1.X.3.1.1.6.1.2;S*G*UCECA-;GROUND TRACK|UNIT|COMBAT|ENGINEER|ENGINEER COMBAT|ENGINEER COMBAT AIRBORNE;ENGINEER COMBAT AIRBORNE;GÉNIE DE COMBAT AÉROPORTÉ;1.X.3.1.1.6.1.2.png;1.X.3.1.1.6.1.2.svg
1.X.3.1.1.6.1.3;S*G*UCECC-;GROUND TRACK|UNIT|COMBAT|ENGINEER|ENGINEER COMBAT|ENGINEER COMBAT ARCTIC;ENGINEER COMBAT ARCTIC;GÉNIE DE COMBAT EN ARCTIQUE;1.X.3.1.1.6.1.3.png;1.X.3.1.1.6.1.3.svg
1.X.3.1.1.6.1.4;S*G*UCECL-;GROUND TRACK|UNIT|COMBAT|ENGINEER|ENGINEER COMBAT|ENGINEER COMBAT LIGHT;ENGINEER COMBAT LIGHT;GÉNIE DE COMBAT LÉGER;1.X.3.1.1.6.1.4.png;1.X.3.1.1.6.1.4.svg
1.X.3.1.1.6.1.5;S*G*UCECM-;GROUND TRACK|UNIT|COMBAT|ENGINEER|ENGINEER COMBAT|ENGINEER COMBAT MEDIUM;ENGINEER COMBAT MEDIUM;GÉNIE DE COMBAT MOYEN;1.X.3.1.1.6.1.5.png;1.X.3.1.1.6.1.5.svg
1.X.3.1.1.6.1.6;S*G*UCECH-;GROUND TRACK|UNIT|COMBAT|ENGINEER|ENGINEER COMBAT|ENGINEER COMBAT HEAVY;ENGINEER COMBAT HEAVY;GÉNIE DE COMBAT LOURD;1.X.3.1.1.6.1.6.png;1.X.3.1.1.6.1.6.svg
1.X.3.1.1.6.1.7;S*G*UCECT-;GROUND TRACK|UNIT|COMBAT|ENGINEER|ENGINEER COMBAT|ENGINEER COMBAT MECHANIZED (TRACK);ENGINEER COMBAT MECHANIZED (TRACK);GÉNIE DE COMBAT MÉCANISÉ (CHENILLÉ);1.X.3.1.1.6.1.7.png;1.X.3.1.1.6.1.7.svg
1.X.3.1.1.6.1.8;S*G*UCECW-;GROUND TRACK|UNIT|COMBAT|ENGINEER|ENGINEER COMBAT|ENGINEER COMBAT MOTORIZED;ENGINEER COMBAT MOTORIZED;GÉNIE DE COMBAT MOTORISÉ;1.X.3.1.1.6.1.8.png;1.X.3.1.1.6.1.8.svg
1.X.3.1.1.6.1.9;S*G*UCECO-;GROUND TRACK|UNIT|COMBAT|ENGINEER|ENGINEER COMBAT|ENGINEER COMBAT MOUNTAIN;ENGINEER COMBAT MOUNTAIN;GÉNIE DE COMBAT EN MONTAGNE;1.X.3.1.1.6.1.9.png;1.X.3.1.1.6.1.9.svg
1.X.3.1.1.6.1.10;S*G*UCECR-;GROUND TRACK|UNIT|COMBAT|ENGINEER|ENGINEER COMBAT|ENGINEER COMBAT RECON;ENGINEER COMBAT RECON;GÉNIE DE COMBAT DE RECONNAISSANCE;1.X.3.1.1.6.1.10.png;1.X.3.1.1.6.1.10.svg
1.X.3.1.1.6.1.11;S*G*UCEC--;GROUND TRACK|UNIT|COMBAT|ENGINEER|ENGINEER COMBAT|ENGINEER COMBAT BRIDGING;ENGINEER COMBAT BRIDGING;GÉNIE DE COMBAT DE PONTAGE;1.X.3.1.1.6.1.11.png;1.X.3.1.1.6.1.11.svg
1.X.3.1.1.6.1.12;S*G*UCEC--;GROUND TRACK|UNIT|COMBAT|ENGINEER|ENGINEER COMBAT|ENGINEER COMBAT MINE CLEARING;ENGINEER COMBAT MINE CLEARING;GÉNIE DE COMBAT DE DÉMINAGE;1.X.3.1.1.6.1.12.png;1.X.3.1.1.6.1.12.svg
1.X.3.1.1.6.1.13;S*G*UCEC--;GROUND TRACK|UNIT|COMBAT|ENGINEER|ENGINEER COMBAT|ENGINEER COMBAT MINE LAYING;ENGINEER COMBAT MINE LAYING;GÉNIE DE COMBAT DE POSE DE MINES;1.X.3.1.1.6.1.13.png;1.X.3.1.1.6.1.13.svg
1.X.3.1.1.6.1.14;S*G*UCEC--;GROUND TRACK|UNIT|COMBAT|ENGINEER|ENGINEER COMBAT|ENGINEER COMBAT DIVING;ENGINEER COMBAT DIVING;GÉNIE DE COMBAT PLONGEUR;1.X.3.1.1.6.1.14.png;1.X.3.1.1.6.1.14.svg
1.X.3.1.1.6.2;S*G*UCEN--;GROUND TRACK|UNIT|COMBAT|ENGINEER|ENGINEER CONSTRUCTION;ENGINEER CONSTRUCTION;GÉNIE DE CONSTRUCTION;1.X.3.1.1.6.2.png;1.X.3.1.1.6.2.svg
1.X.3.1.1.6.2.1;S*G*UCENN-;GROUND TRACK|UNIT|COMBAT|ENGINEER|ENGINEER CONSTRUCTION|ENGINEER NAVAL CONSTRUCTION;ENGINEER NAVAL CONSTRUCTION;GÉNIE DE CONSTRUCTION NAVALE;1.X.3.1.1.6.2.1.png;1.X.3.1.1.6.2.1.svg
1.X.3.1.1.7;S*G*UCF---;GROUND TRACK|UNIT|COMBAT|FIELD ARTILLERY;FIELD ARTILLERY;ARTILLERIE DE CAMPAGNE;1.X.3.1.1.7.png;1.X.3.1.1.7.svg
1.X.3.1.1.7.1;S*G*UCFH--;GROUND TRACK|UNIT|COMBAT|FIELD ARTILLERY|HOWITZER/GUN;HOWITZER/GUN;OBUSIER/CANON;1.X.3.1.1.7.1.png;1.X.3.1.1.7.1.svg
1.X.3.1.1.7.1.1;S*G*UCFHE-;GROUND TRACK|UNIT|COMBAT|FIELD ARTILLERY|HOWITZER/GUN|SELF PROPELLED;SELF PROPELLED;AUTOMOTEUR;1.X.3.1.1.7.1.1.png;1.X.3.1.1.7.1.1.svg
1.X.3.1.1.7.1.2;S*G*UCFHS-;GROUND TRACK|UNIT|COMBAT|FIELD ARTILLERY|HOWITZER/GUN|AIR ASSAULT;AIR ASSAULT;ASSAUT AÉRIEN;1.X.3.1.1.7.1.2.png;1.X.3.1.1.7.1.2.svg
1.X.3.1.1.7.1.3;S*G*UCFHA-;GROUND TRACK|UNIT|COMBAT|FIELD ARTILLERY|HOWITZER/GUN|AIRBORNE;AIRBORNE;AÉROPORTÉ;1.X.3.1.1.7.1.3.png;1.X.3.1.1.7.1.3.svg
1.X.3.1.1.7.1.4;S*G*UCFHC-;GROUND TRACK|UNIT|COMBAT|FIELD ARTILLERY|HOWITZER/GUN|ARCTIC;ARCTIC;ARCTIQUE;1.X.3.1.1.7.1.4.png;1.X.3.1.1.7.1.4.svg
1.X.3.1.1.7.1.5;S*G*UCFHO-;GROUND TRACK|UNIT|COMBAT|FIELD ARTILLERY|HOWITZER/GUN|MOUNTAIN;MOUNTAIN;MONTAGNE;1.X.3.1.1.7.1.5.png;1.X.3.1.1.7.1.5.svg
1.X.3.1.1.7.1.6;S*G*UCFHL-;GROUND TRACK|UNIT|COMBAT|FIELD ARTILLERY|HOWITZER/GUN|LIGHT;LIGHT;LÉGER;1.X.3.1.1.7.1.6.png;1.X.3.1.1.7.1.6.svg
1.X.3.1.1.7.1.7;S*G*UCFHM-;GROUND TRACK|UNIT|COMBAT|FIELD ARTILLERY|HOWITZER/GUN|MEDIUM;MEDIUM;MOYEN;1.X.3.1.1.7.1.7.png;1.X.3.1.1.7.1.7.svg
1.X.3.1.1.7.1.8;S*G*UCFHH-;GROUND TRACK|UNIT|COMBAT|FIELD ARTILLERY|HOWITZER/GUN|HEAVY;HEAVY;LOURD;1.X.3.1.1.7.1.8.png;1.X.3.1.1.7.1.8.svg
1.X.3.1.1.7.1.9;S*G*UCFHX-;GROUND TRACK|UNIT|COMBAT|FIELD ARTILLERY|HOWITZER/GUN|AMPHIBIOUS;AMPHIBIOUS;AMPHIBIE;1.X.3.1.1.7.1.9.png;1.X.3.1.1.7.1.9.svg
1.X.3.1.1.7.2;S*G*UCFR--;GROUND TRACK|UNIT|COMBAT|FIELD ARTILLERY|ROCKET;ROCKET;ROQUETTE;1.X.3.1.1.7.2.png;1.X.3.1.1.7.2.svg
1.X.3.1.1.7.2.1;S*G*UCFRS-;GROUND TRACK|UNIT|COMBAT|FIELD ARTILLERY|ROCKET|SINGLE ROCKET LAUNCHER;SINGLE ROCKET LAUNCHER;LANCE-ROQUETTES INDIVIDUEL;1.X.3.1.1.7.2.1.png;1.X.3.1.1.7.2.1.svg
1.X.3.1.1.7.2.1.1;S*G*UCFRSS;GROUND TRACK|UNIT|COMBAT|FIELD ARTILLERY|ROCKET|SINGLE ROCKET LAUNCHER|SINGLE ROCKET SELF PROPELLED;SINGLE ROCKET SELF PROPELLED;LANCE-ROQUETTES INDIVIDUEL AUTOMOTEUR;1.X.3.1.1.7.2.1.1.png;1.X.3.1.1.7.2.1.1.svg
1.X.3.1.1.7.2.1.2;S*G*UCFRSR;GROUND TRACK|UNIT|COMBAT|FIELD ARTILLERY|ROCKET|SINGLE ROCKET LAUNCHER|SINGLE ROCKET TRUCK;SINGLE ROCKET TRUCK;LANCE-ROQUETTES INDIVIDUEL MONTÉ SUR CAMION;1.X.3.1.1.7.2.1.2.png;1.X.3.1.1.7.2.1.2.svg
1.X.3.1.1.7.2.1.3;S*G*UCFRST;GROUND TRACK|UNIT|COMBAT|FIELD ARTILLERY|ROCKET|SINGLE ROCKET LAUNCHER|SINGLE ROCKET TOWED;SINGLE ROCKET TOWED;LANCE-ROQUETTES INDIVIDUEL REMORQUÉ;1.X.3.1.1.7.2.1.3.png;1.X.3.1.1.7.2.1.3.svg
1.X.3.1.1.7.2.2;S*G*UCFRM-;GROUND TRACK|UNIT|COMBAT|FIELD ARTILLERY|ROCKET|MULTI ROCKET LAUNCHER;MULTI ROCKET LAUNCHER;LANCE-ROQUETTES MULTIPLE;1.X.3.1.1.7.2.2.png;1.X.3.1.1.7.2.2.svg
1.X.3.1.1.7.2.2.1;S*G*UCFRMS;GROUND TRACK|UNIT|COMBAT|FIELD ARTILLERY|ROCKET|MULTI ROCKET LAUNCHER|MULTI ROCKET SELF PROPELLED;MULTI ROCKET SELF PROPELLED;LANCE-ROQUETTES MULTIPLE AUTOMOTEUR;1.X.3.1.1.7.2.2.1.png;1.X.3.1.1.7.2.2.1.svg
1.X.3.1.1.7.2.2.2;S*G*UCFRMR;GROUND TRACK|UNIT|COMBAT|FIELD ARTILLERY|ROCKET|MULTI ROCKET LAUNCHER|MULTI ROCKET TRUCK;MULTI ROCKET TRUCK;LANCE-ROQUETTES MULTIPLE MONTÉ SUR CAMION;1.X.3.1.1.7.2.2.2.png;1.X.3.1.1.7.2.2.2.svg
1.X.3.1.1.7.2.2.3;S*G*UCFRMT;GROUND TRACK|UNIT|COMBAT|FIELD ARTILLERY|ROCKET|MULTI ROCKET LAUNCHER|MULTI ROCKET TOWED;MULTI ROCKET TOWED;LANCE-ROQUETTES MULTIPLE REMORQUÉ;1.X.3.1.1.7.2.2.3.png;1.X.3.1.1.7.2.2.3.svg
1.X.3.1.1.7.3;S*G*UCFT--;GROUND TRACK|UNIT|COMBAT|FIELD ARTILLERY|TARGET ACQUISITION;TARGET ACQUISITION;ACQUISITION DE CIBLE;1.X.3.1.1.7.3.png;1.X.3.1.1.7.3.svg
