APP6-C-Domain;APP6-C-FullPath;APP6-NAME;APP6-NAME-FR;APP6-C-HIERARCHY-NAME;APP6-C-HIERARCHY;APP6-B-SIDC;APP6-C-SIDC;APP6-D-SIDC;APP6-D-Domain;APP6-D-Entity;APP6-D-EntityType;APP6-D-EntitySubtype
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT|ENGINEER|ENGINEER COMBAT|ENGINEER COMBAT MOTORIZED;ENGINEER COMBAT MOTORIZED;GENIE DE COMBAT MOTORISE;GRDTRK.UNT.CBT.ENG.CBT.MOT;1.X.3.1.1.6.1.8;S*G*UCECW-;S*G*UCECW-;10031000001407020000;Land unit;Protection;Engineer;Motorized
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT|ENGINEER|ENGINEER COMBAT|ENGINEER COMBAT MOUNTAIN;ENGINEER COMBAT MOUNTAIN;GENIE DE COMBAT EN MONTAGNE;GRDTRK.UNT.CBT.ENG.CBT.MNT;1.X.3.1.1.6.1.9;S*G*UCECO-;S*G*UCECO-;10031000001407000927;Land unit;Protection;Engineer;
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT|ENGINEER|ENGINEER CONSTRUCTION;ENGINEER CONSTRUCTION;GENIE DE LA CONSTRUCTION;GRDTRK.UNT.CBT.ENG.CSN;1.X.3.1.1.6.2;S*G*UCEN--;S*G*UCEN--;10031000001407001200;Land unit;Protection;Engineer;
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT|ENGINEER|ENGINEER CONSTRUCTION|ENGINEER NAVAL CONSTRUCTION;ENGINEER NAVAL CONSTRUCTION;GENIE CONSTRUCTION NAVALE;GRDTRK.UNT.CBT.ENG.CSN.NAV;1.X.3.1.1.6.2.1;S*G*UCENN-;S*G*UCENN-;10031000001407004600;Land unit;Protection;Engineer;
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT|FIELD ARTILLERY;FIELD ARTILLERY;ARTILLERIE DE CAMPAGNE;GRDTRK.UNT.CBT.FLDART;1.X.3.1.1.7;S*G*UCF---;S*G*UCF---;10031000001303000000;Land unit;Fires;Field Artillery;
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT|FIELD ARTILLERY|HOWITZER/GUN|SELF-PROPELLED;SELF-PROPELLED;AUTO-PROPULSE;GRDTRK.UNT.CBT.FLDART.HOW.SPD;1.X.3.1.1.7.1.1;S*G*UCFHE-;S*G*UCFHE-;10031000001303010000;Land unit;Fires;Field Artillery;Self–propelled
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT|FIELD ARTILLERY|HOWITZER/GUN|AIR ASSAULT;AIR ASSAULT;ASSAUT AERIEN;GRDTRK.UNT.CBT.FLDART.HOW.AAST;1.X.3.1.1.7.1.2;S*G*UCFHS-;S*G*UCFHS-;10031000001303000100;Land unit;Fires;Field Artillery;
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT|FIELD ARTILLERY|HOWITZER/GUN|AIRBORNE;AIRBORNE;AIRBORNE;GRDTRK.UNT.CBT.FLDART.HOW.ABN;1.X.3.1.1.7.1.3;S*G*UCFHA-;S*G*UCFHA-;10031000001303000001;Land unit;Fires;Field Artillery;
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT|FIELD ARTILLERY|HOWITZER/GUN|ARCTIC;ARCTIC;ARCTIQUE;GRDTRK.UNT.CBT.FLDART.HOW.ARC;1.X.3.1.1.7.1.4;S*G*UCFHC-;S*G*UCFHC-;10031000001303000002;Land unit;Fires;Field Artillery;
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT|FIELD ARTILLERY|HOWITZER/GUN|MOUNTAIN;MOUNTAIN;MONTAGNE;GRDTRK.UNT.CBT.FLDART.HOW.MNT;1.X.3.1.1.7.1.5;S*G*UCFHO-;S*G*UCFHO-;10031000001303000027;Land unit;Fires;Field Artillery;
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT|FIELD ARTILLERY|HOWITZER/GUN|LIGHT;LIGHT;LEGERE;GRDTRK.UNT.CBT.FLDART.HOW.LIT;1.X.3.1.1.7.1.6;S*G*UCFHL-;S*G*UCFHL-;10031000001303000019;Land unit;Fires;Field Artillery;
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT|FIELD ARTILLERY|HOWITZER/GUN|MEDIUM;MEDIUM;MOYEN;GRDTRK.UNT.CBT.FLDART.HOW.MDM;1.X.3.1.1.7.1.7;S*G*UCFHM-;S*G*UCFHM-;10031000001303000024;Land unit;Fires;Field Artillery;
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT|FIELD ARTILLERY|HOWITZER/GUN|HEAVY;HEAVY;LOURDE;GRDTRK.UNT.CBT.FLDART.HOW.HVY;1.X.3.1.1.7.1.8;S*G*UCFHH-;S*G*UCFHH-;10031000001303000015;Land unit;Fires;Field Artillery;
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT|FIELD ARTILLERY|HOWITZER/GUN|AMPHIBIOUS;AMPHIBIOUS;AMPHIBIE;GRDTRK.UNT.CBT.FLDART.HOW.AMP;1.X.3.1.1.7.1.9;S*G*UCFHX-;S*G*UCFHX-;10031000001303000000;Land unit;Fires;Field Artillery;
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT|FIELD ARTILLERY|ROCKET;ROCKET;ROQUETTE;GRDTRK.UNT.CBT.FLDART.ROC;1.X.3.1.1.7.2;S*G*UCFR--;S*G*UCFR--;10031000001303000000;Land unit;Fires;Field Artillery;
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT|FIELD ARTILLERY|ROCKET|SINGLE ROCKET LAUNCHER;SINGLE ROCKET LAUNCHER;LANCE-ROQUETTES SIMPLE;GRDTRK.UNT.CBT.FLDART.ROC.SRL;1.X.3.1.1.7.2.1;S*G*UCFRS-;S*G*UCFRS-;10031000001303005900;Land unit;Fires;Field Artillery;
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT|FIELD ARTILLERY|ROCKET|SINGLE ROCKET LAUNCHER|SINGLE ROCKET SELF-PROPELLED;SINGLE ROCKET SELF-PROPELLED;FUSEE SIMPLE AUTOPROPULSEE;GRDTRK.UNT.CBT.FLDART.ROC.SRL.SRSPD;1.X.3.1.1.7.2.1.1;S*G*UCFRSS;S*G*UCFRSS;10031000001303015900;Land unit;Fires;Field Artillery;Self–propelled
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT|FIELD ARTILLERY|ROCKET|SINGLE ROCKET LAUNCHER|SINGLE ROCKET TRUCK;SINGLE ROCKET TRUCK;CAMION A FUSEE SIMPLE;GRDTRK.UNT.CBT.FLDART.ROC.SRL.SRTRK;1.X.3.1.1.7.2.1.2;S*G*UCFRSR;S*G*UCFRSR;10031000001303005951;Land unit;Fires;Field Artillery;
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT|FIELD ARTILLERY|ROCKET|SINGLE ROCKET LAUNCHER|SINGLE ROCKET TOWED;SINGLE ROCKET TOWED;FUSEE SIMPLE TRACTEE;GRDTRK.UNT.CBT.FLDART.ROC.SRL.SRTOW;1.X.3.1.1.7.2.1.3;S*G*UCFRST;S*G*UCFRST;10031000001303005947;Land unit;Fires;Field Artillery;
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT|FIELD ARTILLERY|ROCKET|MULTIPLE ROCKET LAUNCHER;MULTIPLE ROCKET LAUNCHER;LANCEUR DE FUSEE MULTIPLE;GRDTRK.UNT.CBT.FLDART.ROC.MRL;1.X.3.1.1.7.2.2;S*G*UCFRM-;S*G*UCFRM-;10031000001303004100;Land unit;Fires;Field Artillery;
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT|FIELD ARTILLERY|ROCKET|MULTIPLE ROCKET LAUNCHER|MULTIPLE ROCKET SELF-PROPELLED;MULTIPLE ROCKET SELF-PROPELLED;FUSEE MULTIPLE AUTOPROPULSEE;GRDTRK.UNT.CBT.FLDART.ROC.MRL.MRSPD;1.X.3.1.1.7.2.2.1;S*G*UCFRMS;S*G*UCFRMS;10031000001303014100;Land unit;Fires;Field Artillery;Self–propelled
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT|FIELD ARTILLERY|ROCKET|MULTIPLE ROCKET LAUNCHER|MULTIPLE ROCKET TRUCK;MULTIPLE ROCKET TRUCK;CAMION A FUSEES MULTIPLES;GRDTRK.UNT.CBT.FLDART.ROC.MRL.MRTRK;1.X.3.1.1.7.2.2.2;S*G*UCFRMR;S*G*UCFRMR;10031000001303014151;Land unit;Fires;Field Artillery;Self–propelled
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT|FIELD ARTILLERY|ROCKET|MULTIPLE ROCKET LAUNCHER|MULTIPLE ROCKET TOWED;MULTIPLE ROCKET TOWED;FUSEE MULTIPLE TRACTEE;GRDTRK.UNT.CBT.FLDART.ROC.MRL.MRTOW;1.X.3.1.1.7.2.2.3;S*G*UCFRMT;S*G*UCFRMT;10031000001303024147;Land unit;Fires;Field Artillery;Target Acquisition
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT|FIELD ARTILLERY|TARGET ACQUISITION;TARGET ACQUISITION;ACQUISITION DE LA CIBLE;GRDTRK.UNT.CBT.FLDART.TGTAQ;1.X.3.1.1.7.3;S*G*UCFT--;S*G*UCFT--;10031000001303006700;Land unit;Fires;Field Artillery;
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT|FIELD ARTILLERY|TARGET ACQUISITION|RADAR;RADAR;RADAR;GRDTRK.UNT.CBT.FLDART.TGTAQ.RAD;1.X.3.1.1.7.3.1;S*G*UCFTR-;S*G*UCFTR-;10031000001303005000;Land unit;Fires;Field Artillery;
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT|FIELD ARTILLERY|TARGET ACQUISITION|SOUND;SOUND;SON;GRDTRK.UNT.CBT.FLDART.TGTAQ.SND;1.X.3.1.1.7.3.2;S*G*UCFTS-;S*G*UCFTS-;10031000001303006200;Land unit;Fires;Field Artillery;
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT|FIELD ARTILLERY|TARGET ACQUISITION|FLASH (OPTICAL);FLASH (OPTICAL);FLASH (OPTIQUE);GRDTRK.UNT.CBT.FLDART.TGTAQ.FLH;1.X.3.1.1.7.3.3;S*G*UCFTF-;S*G*UCFTF-;10031000001303006730;Land unit;Fires;Field Artillery;
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT|FIELD ARTILLERY|TARGET ACQUISITION|COLT/FIST;COLT/FIST;COLT/FIST;GRDTRK.UNT.CBT.FLDART.TGTAQ.CLT;1.X.3.1.1.7.3.4;S*G*UCFTC-;S*G*UCFTC-;10031000001304000000;Land unit;Fires;Field Artillery Observer;
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT|FIELD ARTILLERY|TARGET ACQUISITION|COLT/FIST|DISMOUNTED COLT/FIST;DISMOUNTED COLT/FIST;COLT/POING DEMONTE;GRDTRK.UNT.CBT.FLDART.TGTAQ.CLT.DMD;1.X.3.1.1.7.3.4.1;S*G*UCFTCD;S*G*UCFTCD;10031000001304000000;Land unit;Fires;Field Artillery Observer;
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT|FIELD ARTILLERY|TARGET ACQUISITION|COLT/FIST|TRACKED COLT/FIST;TRACKED COLT/FIST;COLT/POING CHENILLE;GRDTRK.UNT.CBT.FLDART.TGTAQ.CLT.TKD;1.X.3.1.1.7.3.4.2;S*G*UCFTCM;S*G*UCFTCM;10031000001303020000;Land unit;Fires;Field Artillery;Target Acquisition
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT|FIELD ARTILLERY|TARGET ACQUISITION|ANGLICO;ANGLICO;ANGLICO;GRDTRK.UNT.CBT.FLDART.TGTAQ.ANG;1.X.3.1.1.7.3.5;S*G*UCFTA-;S*G*UCFTA-;10031000001302000000;Land unit;Fires;Air/Land Naval Gunfire Liaison;
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT|FIELD ARTILLERY|MORTAR;MORTAR;MORTAR;GRDTRK.UNT.CBT.FLDART.MORT;1.X.3.1.1.7.4;S*G*UCFM--;S*G*UCFM--;10031000001308000000;Land unit;Fires;Mortar;
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT|FIELD ARTILLERY|MORTAR|SELF-PROPELLED (SP) TRACKED MORTAR;SELF-PROPELLED (SP) TRACKED MORTAR;MORTIER AUTOMOTEUR (SP) CHENILLE;GRDTRK.UNT.CBT.FLDART.MORT.SPDTRK;1.X.3.1.1.7.4.1;S*G*UCFMS-;S*G*UCFMS-;10031000001308010000;Land unit;Fires;Mortar;Armored/Mechanized/Tracked
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT|FIELD ARTILLERY|MORTAR|SP WHEELED MORTAR;SP WHEELED MORTAR;MORTIER A ROUES SP;GRDTRK.UNT.CBT.FLDART.MORT.SPDWHD;1.X.3.1.1.7.4.2;S*G*UCFMW-;S*G*UCFMW-;10031000001308020000;Land unit;Fires;Mortar;Self-Propelled Wheeled
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT|FIELD ARTILLERY|MORTAR|TOWED MORTAR;TOWED MORTAR;MORTIER TRACTE;GRDTRK.UNT.CBT.FLDART.MORT.TOW;1.X.3.1.1.7.4.3;S*G*UCFMT-;S*G*UCFMT-;10031000001308030000;Land unit;Fires;Mortar;Towed
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT|FIELD ARTILLERY|MORTAR|TOWED MORTAR|TOWED AIRBORNE MORTAR;TOWED AIRBORNE MORTAR;MORTIER AEROPORTE REMORQUE;GRDTRK.UNT.CBT.FLDART.MORT.TOW.ABN;1.X.3.1.1.7.4.3.1;S*G*UCFMTA;S*G*UCFMTA;10031000001308030001;Land unit;Fires;Mortar;Towed
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT|FIELD ARTILLERY|MORTAR|TOWED MORTAR|TOWED AIR ASSAULT MORTAR;TOWED AIR ASSAULT MORTAR;MORTIER D'ASSAUT AERIEN REMORQUE;GRDTRK.UNT.CBT.FLDART.MORT.TOW.AAST;1.X.3.1.1.7.4.3.2;S*G*UCFMTS;S*G*UCFMTS;10031000001308030100;Land unit;Fires;Mortar;Towed
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT|FIELD ARTILLERY|MORTAR|TOWED MORTAR|TOWED ARCTIC MORTAR;TOWED ARCTIC MORTAR;MORTIER ARCTIQUE REMORQUE;GRDTRK.UNT.CBT.FLDART.MORT.TOW.ARC;1.X.3.1.1.7.4.3.3;S*G*UCFMTC;S*G*UCFMTC;10031000001308000002;Land unit;Fires;Mortar;
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT|FIELD ARTILLERY|MORTAR|TOWED MORTAR|TOWED MOUNTAIN MORTAR;TOWED MOUNTAIN MORTAR;MORTIER DE MONTAGNE REMORQUE;GRDTRK.UNT.CBT.FLDART.MORT.TOW.MNT;1.X.3.1.1.7.4.3.4;S*G*UCFMTO;S*G*UCFMTO;10031000001308030027;Land unit;Fires;Mortar;Towed
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT|FIELD ARTILLERY|MORTAR|AMPHIBIOUS MORTAR;AMPHIBIOUS MORTAR;MORTIER AMPHIBIE;GRDTRK.UNT.CBT.FLDART.MORT.AMP;1.X.3.1.1.7.4.4;S*G*UCFML-;S*G*UCFML-;10031000001303000000;Land unit;Fires;Field Artillery;
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT|FIELD ARTILLERY|ARTILLERY SURVEY;ARTILLERY SURVEY;SONDAGE D'ARTILLERIE;GRDTRK.UNT.CBT.FLDART.ARTSVY;1.X.3.1.1.7.5;S*G*UCFS--;S*G*UCFS--;10031000001309000000;Land unit;Fires;Survey;
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT|FIELD ARTILLERY|ARTILLERY SURVEY|AIR ASSAULT;AIR ASSAULT;ASSAUT AERIEN;GRDTRK.UNT.CBT.FLDART.ARTSVY.AAST;1.X.3.1.1.7.5.1;S*G*UCFSS-;S*G*UCFSS-;10031000001309000100;Land unit;Fires;Survey;
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT|FIELD ARTILLERY|ARTILLERY SURVEY|AIRBORNE;AIRBORNE;AIRBORNE;GRDTRK.UNT.CBT.FLDART.ARTSVY.ABN;1.X.3.1.1.7.5.2;S*G*UCFSA-;S*G*UCFSA-;10031000001309000001;Land unit;Fires;Survey;
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT|FIELD ARTILLERY|ARTILLERY SURVEY|LIGHT;LIGHT;LEGERE;GRDTRK.UNT.CBT.FLDART.ARTSVY.LIT;1.X.3.1.1.7.5.3;S*G*UCFSL-;S*G*UCFSL-;10031000001309000019;Land unit;Fires;Survey;
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT|FIELD ARTILLERY|ARTILLERY SURVEY|MOUNTAIN;MOUNTAIN;MONTAGNE;GRDTRK.UNT.CBT.FLDART.ARTSVY.MNT;1.X.3.1.1.7.5.4;S*G*UCFSO-;S*G*UCFSO-;10031000001309000027;Land unit;Fires;Survey;
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT|FIELD ARTILLERY|METEOROLOGICAL;METEOROLOGICAL;METEOROLOGIQUE;GRDTRK.UNT.CBT.FLDART.METO;1.X.3.1.1.7.6;S*G*UCFO--;S*G*UCFO--;10031000001306000000;Land unit;Fires;Meteorological;
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT|FIELD ARTILLERY|METEOROLOGICAL|AIR ASSAULT METEOROLOGICAL;AIR ASSAULT METEOROLOGICAL;AIR ASSAULT METEOROLOGICAL;GRDTRK.UNT.CBT.FLDART.METO.AAST;1.X.3.1.1.7.6.1;S*G*UCFOS-;S*G*UCFOS-;10031000001306000100;Land unit;Fires;Meteorological;
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT|FIELD ARTILLERY|METEOROLOGICAL|AIRBORNE METEOROLOGICAL;AIRBORNE METEOROLOGICAL;METEOROLOGIE AEROPORTEE;GRDTRK.UNT.CBT.FLDART.METO.ABN;1.X.3.1.1.7.6.2;S*G*UCFOA-;S*G*UCFOA-;10031000001306000001;Land unit;Fires;Meteorological;
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT|FIELD ARTILLERY|METEOROLOGICAL|LIGHT METEOROLOGICAL;LIGHT METEOROLOGICAL;METEOROLOGIE LEGERE;GRDTRK.UNT.CBT.FLDART.METO.LIT;1.X.3.1.1.7.6.3;S*G*UCFOL-;S*G*UCFOL-;10031000001306000019;Land unit;Fires;Meteorological;
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT|FIELD ARTILLERY|METEOROLOGICAL|MOUNTAIN METEOROLOGICAL;MOUNTAIN METEOROLOGICAL;METEOROLOGIQUE DE MONTAGNE;GRDTRK.UNT.CBT.FLDART.METO.MNT;1.X.3.1.1.7.6.4;S*G*UCFOO-;S*G*UCFOO-;10031000001306000027;Land unit;Fires;Meteorological;
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT|RECONNAISSANCE;RECONNAISSANCE;RECONNAISSANCE;GRDTRK.UNT.CBT.RECON;1.X.3.1.1.8;S*G*UCR---;S*G*UCR---;10031000001213000000;Land unit;Movement and Maneuver;Reconnaissance/Cavalry/Scout;
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT|RECONNAISSANCE|RECONNAISSANCE HORSE;RECONNAISSANCE HORSE;CHEVAL DE RECONNAISSANCE;GRDTRK.UNT.CBT.RECON.HRE;1.X.3.1.1.8.1;S*G*UCRH--;S*G*UCRH--;10031000001213000031;Land unit;Movement and Maneuver;Reconnaissance/Cavalry/Scout;
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT|RECONNAISSANCE|RECONNAISSANCE CAVALRY;RECONNAISSANCE CAVALRY;CAVALERIE DE RECONNAISSANCE;GRDTRK.UNT.CBT.RECON.CVY;1.X.3.1.1.8.2;S*G*UCRV--;S*G*UCRV--;10031000001213030000;Land unit;Movement and Maneuver;Reconnaissance/Cavalry/Scout;Motorized
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT|RECONNAISSANCE|RECONNAISSANCE CAVALRY|RECONNAISSANCE CAVALRY ARMORED;RECONNAISSANCE CAVALRY ARMORED;CAVALERIE DE RECONNAISSANCE BLINDEE;GRDTRK.UNT.CBT.RECON.CVY.ARMD;1.X.3.1.1.8.2.1;S*G*UCRVA-;S*G*UCRVA-;10031000001205010000;Land unit;Movement and Maneuver;Armor/Armored/Mechanized/Self–Propelled/ Tracked;Reconnaissance/Cavalry/Scout
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT|RECONNAISSANCE|RECONNAISSANCE CAVALRY|RECONNAISSANCE CAVALRY ARMORED;RECONNAISSANCE CAVALRY ARMORED;CAVALERIE DE RECONNAISSANCE BLINDEE;GRDTRK.UNT.CBT.RECON.CVY.ARMD;1.X.3.1.1.8.2.1;S*G*UCRVA-;S*G*UCRVA-;10031000001205010000;Land unit;Movement and Maneuver;Armor/Armored/Mechanized/Self–Propelled/ Tracked;Reconnaissance/Cavalry/Scout
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT|RECONNAISSANCE|RECONNAISSANCE CAVALRY|RECONNAISSANCE CAVALRY MOTORIZED;RECONNAISSANCE CAVALRY MOTORIZED;CAVALERIE DE RECONNAISSANCE MOTORISEE;GRDTRK.UNT.CBT.RECON.CVY.MOT;1.X.3.1.1.8.2.2;S*G*UCRVM-;S*G*UCRVM-;10031000001213030000;Land unit;Movement and Maneuver;Reconnaissance/Cavalry/Scout;Motorized
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT|RECONNAISSANCE|RECONNAISSANCE CAVALRY|RECONNAISSANCE CAVALRY GROUND;RECONNAISSANCE CAVALRY GROUND;CAVALERIE DE RECONNAISSANCE TERRESTRE;GRDTRK.UNT.CBT.RECON.CVY.GRD;1.X.3.1.1.8.2.3;S*G*UCRVG-;S*G*UCRVG-;10031000001213000000;Land unit;Movement and Maneuver;Reconnaissance/Cavalry/Scout;
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT|RECONNAISSANCE|RECONNAISSANCE CAVALRY|RECONNAISSANCE CAVALRY AIR;RECONNAISSANCE CAVALRY AIR;RECONNAISSANCE CAVALERIE AIR;GRDTRK.UNT.CBT.RECON.CVY.AIR;1.X.3.1.1.8.2.4;S*G*UCRVO-;S*G*UCRVO-;10031000001206010000;Land unit;Movement and Maneuver;Army Aviation/Aviation Rotary Wing;Reconnaissance
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT|RECONNAISSANCE|RECONNAISSANCE ARCTIC;RECONNAISSANCE ARCTIC;RECONNAISSANCE ARCTIQUE;GRDTRK.UNT.CBT.RECON.ARC;1.X.3.1.1.8.3;S*G*UCRC--;S*G*UCRC--;10031000001213000002;Land unit;Movement and Maneuver;Reconnaissance/Cavalry/Scout;
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT|RECONNAISSANCE|RECONNAISSANCE AIR ASSAULT;RECONNAISSANCE AIR ASSAULT;RECONNAISSANCE AERIENNE;GRDTRK.UNT.CBT.RECON.AAST;1.X.3.1.1.8.4;S*G*UCRS--;S*G*UCRS--;10031000001213000100;Land unit;Movement and Maneuver;Reconnaissance/Cavalry/Scout;
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT|RECONNAISSANCE|RECONNAISSANCE AIRBORNE;RECONNAISSANCE AIRBORNE;RECONNAISSANCE AEROPORTEE;GRDTRK.UNT.CBT.RECON.ABN;1.X.3.1.1.8.5;S*G*UCRA--;S*G*UCRA--;10031000001213000001;Land unit;Movement and Maneuver;Reconnaissance/Cavalry/Scout;
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT|RECONNAISSANCE|RECONNAISSANCE MOUNTAIN;RECONNAISSANCE MOUNTAIN;RECONNAISSANCE EN MONTAGNE;GRDTRK.UNT.CBT.RECON.MNT;1.X.3.1.1.8.6;S*G*UCRO--;S*G*UCRO--;10031000001213000027;Land unit;Movement and Maneuver;Reconnaissance/Cavalry/Scout;
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT|RECONNAISSANCE|RECONNAISSANCE LIGHT;RECONNAISSANCE LIGHT;RECONNAISSANCE LEGERE;GRDTRK.UNT.CBT.RECON.LIT;1.X.3.1.1.8.7;S*G*UCRL--;S*G*UCRL--;10031000001213000019;Land unit;Movement and Maneuver;Reconnaissance/Cavalry/Scout;
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT|RECONNAISSANCE|RECONNAISSANCE MARINE;RECONNAISSANCE MARINE;RECONNAISSANCE MARINE;GRDTRK.UNT.CBT.RECON.MAR;1.X.3.1.1.8.8;S*G*UCRR--;S*G*UCRR--;10031000001213020000;Land unit;Movement and Maneuver;Reconnaissance/Cavalry/Scout;Marine
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT|RECONNAISSANCE|RECONNAISSANCE MARINE|RECONNAISSANCE MARINE DIVISION;RECONNAISSANCE MARINE DIVISION;RECONNAISSANCE MARINE DIVISION;GRDTRK.UNT.CBT.RECON.MAR.DIV;1.X.3.1.1.8.8.1;S*G*UCRRD-;S*G*UCRRD-;10031000001213021900;Land unit;Movement and Maneuver;Reconnaissance/Cavalry/Scout;Marine
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT|RECONNAISSANCE|RECONNAISSANCE MARINE|RECONNAISSANCE MARINE FORCE;RECONNAISSANCE MARINE FORCE;FORCE DE RECONNAISSANCE MARINE;GRDTRK.UNT.CBT.RECON.MAR.FOR;1.X.3.1.1.8.8.2;S*G*UCRRF-;S*G*UCRRF-;10031000001213022600;Land unit;Movement and Maneuver;Reconnaissance/Cavalry/Scout;Marine
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT|RECONNAISSANCE|RECONNAISSANCE MARINE|RECONNAISSANCE MARINE LIGHT ARMORED RECONNAISSNACE (LAR);RECONNAISSANCE MARINE LIGHT ARMORED RECONNAISSNACE (LAR);RECONNAISSANCE MARINE BLINDEE LEGERE (LAR);GRDTRK.UNT.CBT.RECON.MAR.LAR;1.X.3.1.1.8.8.3;S*G*UCRRL-;S*G*UCRRL-;10031000001205010019;Land unit;Movement and Maneuver;Armor/Armored/Mechanized/Self–Propelled/ Tracked;Reconnaissance/Cavalry/Scout
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT|RECONNAISSANCE|RECONNAISSANCE LONG RANGE SURVEILLANCE (LRS);RECONNAISSANCE LONG RANGE SURVEILLANCE (LRS);RECONNAISSANCE SURVEILLANCE A LONGUE DISTANCE (LRS);GRDTRK.UNT.CBT.RECON.LRS;1.X.3.1.1.8.9;S*G*UCRX--;S*G*UCRX--;10031000001213000022;Land unit;Movement and Maneuver;Reconnaissance/Cavalry/Scout;
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT|MISSILE (SURF-SURF);MISSILE (SURF-SURF);MISSILE (SURF-SURF);GRDTRK.UNT.CBT.MSL;1.X.3.1.1.9;S*G*UCM---;S*G*UCM---;10031000001307000000;Land unit;Fires;Missile;
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT|MISSILE (SURF-SURF)|MISSILE (SURF-SURF) TACTICAL;MISSILE (SURF-SURF) TACTICAL;MISSILE (SURF-SURF) TACTIQUE;GRDTRK.UNT.CBT.MSL.TAC;1.X.3.1.1.9.1;S*G*UCMT--;S*G*UCMT--;10031000001307000046;Land unit;Fires;Missile;
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT|MISSILE (SURF-SURF)|MISSILE (SURF-SURF) STRATEGIC;MISSILE (SURF-SURF) STRATEGIC;MISSILE (SURF-SURF) STRATEGIQUE;GRDTRK.UNT.CBT.MSL.STGC;1.X.3.1.1.9.2;S*G*UCMS--;S*G*UCMS--;10031000001307000044;Land unit;Fires;Missile;
