hierarchy;SIDC;fullpath;name;nameFR;icon-png;icon-svg
1.X.3.1.1.10.4;S*G*UCSR--;GROUND TRACK|UNIT|COMBAT|INTERNAL SECURITY FORCES|RAILROAD;RAILROAD;CHEMIN DE FER;1.X.3.1.1.10.4.png;1.X.3.1.1.10.4.svg
1.X.3.1.1.10.5;S*G*UCSA--;GROUND TRACK|UNIT|COMBAT|INTERNAL SECURITY FORCES|AVIATION;AVIATION;AVIATION;1.X.3.1.1.10.5.png;1.X.3.1.1.10.5.svg
1.X.3.1.2;S*G*UU----;GROUND TRACK|UNIT|COMBAT SUPPORT;COMBAT SUPPORT;SOUTIEN AU COMBAT;1.X.3.1.2.png;1.X.3.1.2.svg
1.X.3.1.2.1;S*G*UUA---;GROUND TRACK|UNIT|COMBAT SUPPORT|COMBAT SUPPORT CBRN;COMBAT SUPPORT CBRN;COMBAT SUPPORT CBRN;1.X.3.1.2.1.png;1.X.3.1.2.1.svg
1.X.3.1.2.1.1;S*G*UUAC--;GROUND TRACK|UNIT|COMBAT SUPPORT|COMBAT SUPPORT CBRN|CHEMICAL;CHEMICAL;CHEMICAL;1.X.3.1.2.1.1.png;1.X.3.1.2.1.1.svg
1.X.3.1.2.1.1.1;S*G*UUACC-;GROUND TRACK|UNIT|COMBAT SUPPORT|COMBAT SUPPORT CBRN|CHEMICAL|SMOKE/DECON;SMOKE/DECON;FUMEE/DECON;1.X.3.1.2.1.1.1.png;1.X.3.1.2.1.1.1.svg
1.X.3.1.2.1.1.1.1;S*G*UUACCK;GROUND TRACK|UNIT|COMBAT SUPPORT|COMBAT SUPPORT CBRN|CHEMICAL|SMOKE/DECON|MECHANIZED SMOKE/DECON;MECHANIZED SMOKE/DECON;FUMIGENE/DECON MECANISE;1.X.3.1.2.1.1.1.1.png;1.X.3.1.2.1.1.1.1.svg
1.X.3.1.2.1.1.1.2;S*G*UUACCM;GROUND TRACK|UNIT|COMBAT SUPPORT|COMBAT SUPPORT CBRN|CHEMICAL|SMOKE/DECON|MOTORIZED SMOKE/DECON;MOTORIZED SMOKE/DECON;FUMIGENE/DECON MOTORISE;1.X.3.1.2.1.1.1.2.png;1.X.3.1.2.1.1.1.2.svg
1.X.3.1.2.1.1.2;S*G*UUACS-;GROUND TRACK|UNIT|COMBAT SUPPORT|COMBAT SUPPORT CBRN|CHEMICAL|SMOKE;SMOKE;FUMEE;1.X.3.1.2.1.1.2.png;1.X.3.1.2.1.1.2.svg
1.X.3.1.2.1.1.2.1;S*G*UUACSM;GROUND TRACK|UNIT|COMBAT SUPPORT|COMBAT SUPPORT CBRN|CHEMICAL|SMOKE|MOTORIZED SMOKE;MOTORIZED SMOKE;FUMEE MOTORISEE;1.X.3.1.2.1.1.2.1.png;1.X.3.1.2.1.1.2.1.svg
1.X.3.1.2.1.1.2.2;S*G*UUACSA;GROUND TRACK|UNIT|COMBAT SUPPORT|COMBAT SUPPORT CBRN|CHEMICAL|SMOKE|ARMOR SMOKE;ARMOR SMOKE;FUMEE D'ARMURE;1.X.3.1.2.1.1.2.2.png;1.X.3.1.2.1.1.2.2.svg
1.X.3.1.2.1.1.3;S*G*UUACR-;GROUND TRACK|UNIT|COMBAT SUPPORT|COMBAT SUPPORT CBRN|CHEMICAL|CHEMICAL RECON;CHEMICAL RECON;RECON CHEMICAL;1.X.3.1.2.1.1.3.png;1.X.3.1.2.1.1.3.svg
1.X.3.1.2.1.1.3.1;S*G*UUACRW;GROUND TRACK|UNIT|COMBAT SUPPORT|COMBAT SUPPORT CBRN|CHEMICAL|CHEMICAL RECON|CHEMICAL WHEELED ARMORED VEHICLE;CHEMICAL WHEELED ARMORED VEHICLE;VEHICULE BLINDE CHIMIQUE A ROUES;1.X.3.1.2.1.1.3.1.png;1.X.3.1.2.1.1.3.1.svg
1.X.3.1.2.1.1.3.2;S*G*UUACRS;GROUND TRACK|UNIT|COMBAT SUPPORT|COMBAT SUPPORT CBRN|CHEMICAL|CHEMICAL RECON|CHEMICAL WHEELED ARMORED VEHICLE RECONNAISSANCE ;CHEMICAL WHEELED ARMORED VEHICLE RECONNAISSANCE ;VEHICULE BLINDE CHIMIQUE A ROUES RECONNAISSANCE;1.X.3.1.2.1.1.3.2.png;1.X.3.1.2.1.1.3.2.svg
1.X.3.1.2.1.2;S*G*UUAN--;GROUND TRACK|UNIT|COMBAT SUPPORT|COMBAT SUPPORT CBRN|NUCLEAR;NUCLEAR;NUCLEAIRE;1.X.3.1.2.1.2.png;1.X.3.1.2.1.2.svg
1.X.3.1.2.1.3;S*G*UUAB--;GROUND TRACK|UNIT|COMBAT SUPPORT|COMBAT SUPPORT CBRN|BIOLOGICAL;BIOLOGICAL;BIOLOGIQUE;1.X.3.1.2.1.3.png;1.X.3.1.2.1.3.svg
1.X.3.1.2.1.3.1;S*G*UUABR-;GROUND TRACK|UNIT|COMBAT SUPPORT|COMBAT SUPPORT CBRN|BIOLOGICAL|RECON EQUIPPED;RECON EQUIPPED;RECON EQUIPE;1.X.3.1.2.1.3.1.png;1.X.3.1.2.1.3.1.svg
1.X.3.1.2.1.4;S*G*UUAD--;GROUND TRACK|UNIT|COMBAT SUPPORT|COMBAT SUPPORT CBRN|DECONTAMINATION;DECONTAMINATION;DECONTAMINATION;1.X.3.1.2.1.4.png;1.X.3.1.2.1.4.svg
1.X.3.1.2.2;S*G*UUM---;GROUND TRACK|UNIT|COMBAT SUPPORT|MILITARY INTELLIGENCE;MILITARY INTELLIGENCE;RENSEIGNEMENT MILITAIRE;1.X.3.1.2.2.png;1.X.3.1.2.2.svg
1.X.3.1.2.2.1;S*G*UUMA--;GROUND TRACK|UNIT|COMBAT SUPPORT|MILITARY INTELLIGENCE|AERIAL EXPLOITATION;AERIAL EXPLOITATION;EXPLOITATION AERIENNE;1.X.3.1.2.2.1.png;1.X.3.1.2.2.1.svg
1.X.3.1.2.2.2;S*G*UUMS--;GROUND TRACK|UNIT|COMBAT SUPPORT|MILITARY INTELLIGENCE|SIGNAL INTELLIGENCE (SIGINT);SIGNAL INTELLIGENCE (SIGINT);RENSEIGNEMENT D'ORIGINE ELECTROMAGNETIQUE (SIGINT);1.X.3.1.2.2.2.png;1.X.3.1.2.2.2.svg
1.X.3.1.2.2.2.1;S*G*UUMSE-;GROUND TRACK|UNIT|COMBAT SUPPORT|MILITARY INTELLIGENCE|SIGNAL INTELLIGENCE (SIGINT)|ELECTRONIC WARFARE;ELECTRONIC WARFARE;GUERRE ELECTRONIQUE;1.X.3.1.2.2.2.1.png;1.X.3.1.2.2.2.1.svg
1.X.3.1.2.2.2.1.1;S*G*UUMSEA;GROUND TRACK|UNIT|COMBAT SUPPORT|MILITARY INTELLIGENCE|SIGNAL INTELLIGENCE (SIGINT)|ELECTRONIC WARFARE|ARMORED WHEELED VEHICLE;ARMORED WHEELED VEHICLE;VEHICULE BLINDE A ROUES;1.X.3.1.2.2.2.1.1.png;1.X.3.1.2.2.2.1.1.svg
1.X.3.1.2.2.2.1.2;S*G*UUMSED;GROUND TRACK|UNIT|COMBAT SUPPORT|MILITARY INTELLIGENCE|SIGNAL INTELLIGENCE (SIGINT)|ELECTRONIC WARFARE|DIRECTION FINDING;DIRECTION FINDING;RECHERCHE DE DIRECTION;1.X.3.1.2.2.2.1.2.png;1.X.3.1.2.2.2.1.2.svg
1.X.3.1.2.2.2.1.3;S*G*UUMSEI;GROUND TRACK|UNIT|COMBAT SUPPORT|MILITARY INTELLIGENCE|SIGNAL INTELLIGENCE (SIGINT)|ELECTRONIC WARFARE|INTERCEPT;INTERCEPT;INTERCEPTION;1.X.3.1.2.2.2.1.3.png;1.X.3.1.2.2.2.1.3.svg
1.X.3.1.2.2.2.1.4;S*G*UUMSEJ;GROUND TRACK|UNIT|COMBAT SUPPORT|MILITARY INTELLIGENCE|SIGNAL INTELLIGENCE (SIGINT)|ELECTRONIC WARFARE|JAMMING;JAMMING;BROUILLAGE;1.X.3.1.2.2.2.1.4.png;1.X.3.1.2.2.2.1.4.svg
1.X.3.1.2.2.2.1.5;S*G*UUMSET;GROUND TRACK|UNIT|COMBAT SUPPORT|MILITARY INTELLIGENCE|SIGNAL INTELLIGENCE (SIGINT)|ELECTRONIC WARFARE|THEATER;THEATER;THEATRE;1.X.3.1.2.2.2.1.5.png;1.X.3.1.2.2.2.1.5.svg
1.X.3.1.2.2.2.1.6;S*G*UUMSEC;GROUND TRACK|UNIT|COMBAT SUPPORT|MILITARY INTELLIGENCE|SIGNAL INTELLIGENCE (SIGINT)|ELECTRONIC WARFARE|CORPS;CORPS;CORPS;1.X.3.1.2.2.2.1.6.png;1.X.3.1.2.2.2.1.6.svg
1.X.3.1.2.2.3;S*G*UUMC--;GROUND TRACK|UNIT|COMBAT SUPPORT|MILITARY INTELLIGENCE|COUNTERINTELLIGENCE;COUNTERINTELLIGENCE;CONTRE-ESPIONNAGE;1.X.3.1.2.2.3.png;1.X.3.1.2.2.3.svg
1.X.3.1.2.2.4;S*G*UUMR--;GROUND TRACK|UNIT|COMBAT SUPPORT|MILITARY INTELLIGENCE|SURVEILLANCE;SURVEILLANCE;SURVEILLANCE;1.X.3.1.2.2.4.png;1.X.3.1.2.2.4.svg
1.X.3.1.2.2.4.1;S*G*UUMRG-;GROUND TRACK|UNIT|COMBAT SUPPORT|MILITARY INTELLIGENCE|SURVEILLANCE|GROUND SURVEILLANCE RADAR;GROUND SURVEILLANCE RADAR;RADAR DE SURVEILLANCE TERRESTRE;1.X.3.1.2.2.4.1.png;1.X.3.1.2.2.4.1.svg
1.X.3.1.2.2.4.2;S*G*UUMRS-;GROUND TRACK|UNIT|COMBAT SUPPORT|MILITARY INTELLIGENCE|SURVEILLANCE|SENSOR;SENSOR;CAPTEUR;1.X.3.1.2.2.4.2.png;1.X.3.1.2.2.4.2.svg
1.X.3.1.2.2.4.2.1;S*G*UUMRSS;GROUND TRACK|UNIT|COMBAT SUPPORT|MILITARY INTELLIGENCE|SURVEILLANCE|SENSOR|SENSOR SCM;SENSOR SCM;CAPTEUR SCM;1.X.3.1.2.2.4.2.1.png;1.X.3.1.2.2.4.2.1.svg
1.X.3.1.2.2.4.3;S*G*UUMRX-;GROUND TRACK|UNIT|COMBAT SUPPORT|MILITARY INTELLIGENCE|SURVEILLANCE|GROUND STATION MODULE;GROUND STATION MODULE;MODULE DE STATION TERRESTRE;1.X.3.1.2.2.4.3.png;1.X.3.1.2.2.4.3.svg
1.X.3.1.2.2.4.4;S*G*UUMMO-;GROUND TRACK|UNIT|COMBAT SUPPORT|MILITARY INTELLIGENCE|SURVEILLANCE|METEOROLOGICAL;METEOROLOGICAL;METEOROLOGIQUE;1.X.3.1.2.2.4.4.png;1.X.3.1.2.2.4.4.svg
1.X.3.1.2.2.5;S*G*UUMO--;GROUND TRACK|UNIT|COMBAT SUPPORT|MILITARY INTELLIGENCE|OPERATIONS;OPERATIONS;OPERATIONS;1.X.3.1.2.2.5.png;1.X.3.1.2.2.5.svg
1.X.3.1.2.2.6;S*G*UUMT--;GROUND TRACK|UNIT|COMBAT SUPPORT|MILITARY INTELLIGENCE|TACTICAL EXPLOIT;TACTICAL EXPLOIT;EXPLOITATION TACTIQUE;1.X.3.1.2.2.6.png;1.X.3.1.2.2.6.svg
1.X.3.1.2.2.7;S*G*UUMQ--;GROUND TRACK|UNIT|COMBAT SUPPORT|MILITARY INTELLIGENCE|INTERROGATION;INTERROGATION;INTERROGATION;1.X.3.1.2.2.7.png;1.X.3.1.2.2.7.svg
1.X.3.1.2.2.8;S*G*UUMJ--;GROUND TRACK|UNIT|COMBAT SUPPORT|MILITARY INTELLIGENCE|JOINT INTELLIGENCE CENTER;JOINT INTELLIGENCE CENTER;CENTRE DE RENSEIGNEMENT INTEGRE;1.X.3.1.2.2.8.png;1.X.3.1.2.2.8.svg
1.X.3.1.2.3;S*G*UUL---;GROUND TRACK|UNIT|COMBAT SUPPORT|LAW ENFORCEMENT UNIT;LAW ENFORCEMENT UNIT;UNITE D'APPLICATION DE LA LOI;1.X.3.1.2.3.png;1.X.3.1.2.3.svg
1.X.3.1.2.3.1;S*G*UULS--;GROUND TRACK|UNIT|COMBAT SUPPORT|LAW ENFORCEMENT UNIT|SHORE PATROL;SHORE PATROL;PATROUILLE COTIERE;1.X.3.1.2.3.1.png;1.X.3.1.2.3.1.svg
1.X.3.1.2.3.2;S*G*UULM--;GROUND TRACK|UNIT|COMBAT SUPPORT|LAW ENFORCEMENT UNIT|MILITARY POLICE;MILITARY POLICE;POLICE MILITAIRE;1.X.3.1.2.3.2.png;1.X.3.1.2.3.2.svg
1.X.3.1.2.3.3;S*G*UULC--;GROUND TRACK|UNIT|COMBAT SUPPORT|LAW ENFORCEMENT UNIT|CIVILIAN LAW ENFORCEMENT;CIVILIAN LAW ENFORCEMENT;POLICE CIVILE;1.X.3.1.2.3.3.png;1.X.3.1.2.3.3.svg
1.X.3.1.2.3.4;S*G*UULF--;GROUND TRACK|UNIT|COMBAT SUPPORT|LAW ENFORCEMENT UNIT|SECURITY POLICE (AIR);SECURITY POLICE (AIR);POLICE DE SECURITE (AIR);1.X.3.1.2.3.4.png;1.X.3.1.2.3.4.svg
1.X.3.1.2.3.5;S*G*UULD--;GROUND TRACK|UNIT|COMBAT SUPPORT|LAW ENFORCEMENT UNIT|CENTRAL INTELLIGENCE DIVISION (CID);CENTRAL INTELLIGENCE DIVISION (CID);DIVISION CENTRALE DU RENSEIGNEMENT (CID);1.X.3.1.2.3.5.png;1.X.3.1.2.3.5.svg
1.X.3.1.2.4;S*G*UUS---;GROUND TRACK|UNIT|COMBAT SUPPORT|SIGNAL UNIT;SIGNAL UNIT;UNITE DE SIGNAUX;1.X.3.1.2.4.png;1.X.3.1.2.4.svg
1.X.3.1.2.4.1;S*G*UUSA--;GROUND TRACK|UNIT|COMBAT SUPPORT|SIGNAL UNIT|AREA;AREA;ZONE;1.X.3.1.2.4.1.png;1.X.3.1.2.4.1.svg
1.X.3.1.2.4.2;S*G*UUSC--;GROUND TRACK|UNIT|COMBAT SUPPORT|SIGNAL UNIT|COMMUNICATION CONFIGURED PACKAGE;COMMUNICATION CONFIGURED PACKAGE;PAQUET CONFIGURE POUR LA COMMUNICATION;1.X.3.1.2.4.2.png;1.X.3.1.2.4.2.svg
1.X.3.1.2.4.2.1;S*G*UUSCL-;GROUND TRACK|UNIT|COMBAT SUPPORT|SIGNAL UNIT|COMMUNICATION CONFIGURED PACKAGE|LARGE COMMUNICATION CONFIGURED PACKAGE (LCCP);LARGE COMMUNICATION CONFIGURED PACKAGE (LCCP);PAQUET CONFIGURE POUR LA GRANDE COMMUNICATION (LCCP);1.X.3.1.2.4.2.1.png;1.X.3.1.2.4.2.1.svg
1.X.3.1.2.4.3;S*G*UUSO--;GROUND TRACK|UNIT|COMBAT SUPPORT|SIGNAL UNIT|COMMAND OPERATIONS;COMMAND OPERATIONS;OPERATIONS DE COMMANDEMENT;1.X.3.1.2.4.3.png;1.X.3.1.2.4.3.svg
1.X.3.1.2.4.4;S*G*UUSF--;GROUND TRACK|UNIT|COMBAT SUPPORT|SIGNAL UNIT|FORWARD COMMUNICATIONS;FORWARD COMMUNICATIONS;COMMUNICATIONS VERS L'AVANT;1.X.3.1.2.4.4.png;1.X.3.1.2.4.4.svg
1.X.3.1.2.4.5;S*G*UUSM--;GROUND TRACK|UNIT|COMBAT SUPPORT|SIGNAL UNIT|MULTIPLE SUBSCRIBER ELEMENT;MULTIPLE SUBSCRIBER ELEMENT;MULTIPLE ELEMENT ABONNE;1.X.3.1.2.4.5.png;1.X.3.1.2.4.5.svg
1.X.3.1.2.4.5.1;S*G*UUSMS-;GROUND TRACK|UNIT|COMBAT SUPPORT|SIGNAL UNIT|MULTIPLE SUBSCRIBER ELEMENT|SMALL EXTENSION NODE;SMALL EXTENSION NODE;PETIT N?UD D'EXTENSION;1.X.3.1.2.4.5.1.png;1.X.3.1.2.4.5.1.svg
1.X.3.1.2.4.5.2;S*G*UUSML-;GROUND TRACK|UNIT|COMBAT SUPPORT|SIGNAL UNIT|MULTIPLE SUBSCRIBER ELEMENT|LARGE EXTENSION NODE;LARGE EXTENSION NODE;GRAND N?UD D'EXTENSION;1.X.3.1.2.4.5.2.png;1.X.3.1.2.4.5.2.svg
1.X.3.1.2.4.5.3;S*G*UUSMN-;GROUND TRACK|UNIT|COMBAT SUPPORT|SIGNAL UNIT|MULTIPLE SUBSCRIBER ELEMENT|NODE CENTER;NODE CENTER;CENTRE DU N?UD;1.X.3.1.2.4.5.3.png;1.X.3.1.2.4.5.3.svg
1.X.3.1.2.4.6;S*G*UUSR--;GROUND TRACK|UNIT|COMBAT SUPPORT|SIGNAL UNIT|RADIO UNIT;RADIO UNIT;UNITE RADIO;1.X.3.1.2.4.6.png;1.X.3.1.2.4.6.svg
1.X.3.1.2.4.6.1;S*G*UUSRS-;GROUND TRACK|UNIT|COMBAT SUPPORT|SIGNAL UNIT|RADIO UNIT|TACTICAL SATELLITE;TACTICAL SATELLITE;SATELLITE TACTIQUE;1.X.3.1.2.4.6.1.png;1.X.3.1.2.4.6.1.svg
1.X.3.1.2.4.6.2;S*G*UUSRT-;GROUND TRACK|UNIT|COMBAT SUPPORT|SIGNAL UNIT|RADIO UNIT|TELETYPE CENTER;TELETYPE CENTER;CENTRE DE TELETYPE;1.X.3.1.2.4.6.2.png;1.X.3.1.2.4.6.2.svg
1.X.3.1.2.4.6.3;S*G*UUSRW-;GROUND TRACK|UNIT|COMBAT SUPPORT|SIGNAL UNIT|RADIO UNIT|RELAY;RELAY;RELAIS;1.X.3.1.2.4.6.3.png;1.X.3.1.2.4.6.3.svg
1.X.3.1.2.4.7;S*G*UUSS--;GROUND TRACK|UNIT|COMBAT SUPPORT|SIGNAL UNIT|SIGNAL SUPPORT;SIGNAL SUPPORT;SUPPORT DE SIGNAUX;1.X.3.1.2.4.7.png;1.X.3.1.2.4.7.svg
1.X.3.1.2.4.8;S*G*UUSW--;GROUND TRACK|UNIT|COMBAT SUPPORT|SIGNAL UNIT|TELEPHONE SWITCH;TELEPHONE SWITCH;COMMUTATEUR TELEPHONIQUE;1.X.3.1.2.4.8.png;1.X.3.1.2.4.8.svg
1.X.3.1.2.4.9;S*G*UUSX--;GROUND TRACK|UNIT|COMBAT SUPPORT|SIGNAL UNIT|ELECTRONIC RANGING;ELECTRONIC RANGING;TELEMETRIE ELECTRONIQUE;1.X.3.1.2.4.9.png;1.X.3.1.2.4.9.svg
1.X.3.1.2.5;S*G*UUI---;GROUND TRACK|UNIT|COMBAT SUPPORT|INFORMATION WARFARE UNIT;INFORMATION WARFARE UNIT;UNITE DE GUERRE DE L'INFORMATION;1.X.3.1.2.5.png;1.X.3.1.2.5.svg
1.X.3.1.2.6;S*G*UUP---;GROUND TRACK|UNIT|COMBAT SUPPORT|LANDING SUPPORT;LANDING SUPPORT;SOUTIEN AU DEBARQUEMENT;1.X.3.1.2.6.png;1.X.3.1.2.6.svg
1.X.3.1.2.7;S*G*UUE---;GROUND TRACK|UNIT|COMBAT SUPPORT|EXPLOSIVE ORDNANCE DISPOSAL;EXPLOSIVE ORDNANCE DISPOSAL;NEUTRALISATION DES EXPLOSIFS ET MUNITIONS;1.X.3.1.2.7.png;1.X.3.1.2.7.svg
1.X.3.1.3;S*G*US----;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT;COMBAT SERVICE SUPPORT;SOUTIEN AU SERVICE DE COMBAT;1.X.3.1.3.png;1.X.3.1.3.svg
1.X.3.1.3.1;S*G*USA---;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|ADMINISTRATIVE (ADMIN);ADMINISTRATIVE (ADMIN);ADMINISTRATION (ADMIN);1.X.3.1.3.1.png;1.X.3.1.3.1.svg
1.X.3.1.3.1.1;S*G*USAT--;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|ADMINISTRATIVE (ADMIN)|ADMIN THEATER;ADMIN THEATER;ADMIN THEATRE;1.X.3.1.3.1.1.png;1.X.3.1.3.1.1.svg
1.X.3.1.3.1.2;S*G*USAC--;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|ADMINISTRATIVE (ADMIN)|ADMIN CORPS;ADMIN CORPS;ADMIN CORPS;1.X.3.1.3.1.2.png;1.X.3.1.3.1.2.svg
1.X.3.1.3.1.3;S*G*USAJ--;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|ADMINISTRATIVE (ADMIN)|JUDGE ADVOCATE GENERAL (JAG);JUDGE ADVOCATE GENERAL (JAG);JUGE-AVOCAT GENERAL (JAG);1.X.3.1.3.1.3.png;1.X.3.1.3.1.3.svg
1.X.3.1.3.1.3.1;S*G*USAJT-;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|ADMINISTRATIVE (ADMIN)|JUDGE ADVOCATE GENERAL (JAG)|JAG THEATER;JAG THEATER;THEATRE JAG;1.X.3.1.3.1.3.1.png;1.X.3.1.3.1.3.1.svg
1.X.3.1.3.1.3.2;S*G*USAJC-;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|ADMINISTRATIVE (ADMIN)|JUDGE ADVOCATE GENERAL (JAG)|JAG CORPS;JAG CORPS;CORPS DU JAG;1.X.3.1.3.1.3.2.png;1.X.3.1.3.1.3.2.svg
1.X.3.1.3.1.4;S*G*USAO--;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|ADMINISTRATIVE (ADMIN)|POSTAL;POSTAL;POSTAL;1.X.3.1.3.1.4.png;1.X.3.1.3.1.4.svg
1.X.3.1.3.1.4.1;S*G*USAOT-;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|ADMINISTRATIVE (ADMIN)|POSTAL|POSTAL THEATER;POSTAL THEATER;THEATRE POSTAL;1.X.3.1.3.1.4.1.png;1.X.3.1.3.1.4.1.svg
1.X.3.1.3.1.4.2;S*G*USAOC-;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|ADMINISTRATIVE (ADMIN)|POSTAL|POSTAL CORPS;POSTAL CORPS;CORPS POSTAL;1.X.3.1.3.1.4.2.png;1.X.3.1.3.1.4.2.svg
1.X.3.1.3.1.5;S*G*USAF--;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|ADMINISTRATIVE (ADMIN)|FINANCE;FINANCE;FINANCE;1.X.3.1.3.1.5.png;1.X.3.1.3.1.5.svg
1.X.3.1.3.1.5.1;S*G*USAFT-;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|ADMINISTRATIVE (ADMIN)|FINANCE|FINANCE THEATER;FINANCE THEATER;THEATRE DES FINANCES;1.X.3.1.3.1.5.1.png;1.X.3.1.3.1.5.1.svg
1.X.3.1.3.1.5.2;S*G*USAFC-;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|ADMINISTRATIVE (ADMIN)|FINANCE|FINANCE CORPS;FINANCE CORPS;CORPS FINANCIER;1.X.3.1.3.1.5.2.png;1.X.3.1.3.1.5.2.svg
1.X.3.1.3.1.6;S*G*USAS--;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|ADMINISTRATIVE (ADMIN)|PERSONNEL SERVICES;PERSONNEL SERVICES;SERVICES DU PERSONNEL;1.X.3.1.3.1.6.png;1.X.3.1.3.1.6.svg
1.X.3.1.3.1.6.1;S*G*USAST-;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|ADMINISTRATIVE (ADMIN)|PERSONNEL SERVICES|PERSONNEL THEATER;PERSONNEL THEATER;PERSONNEL THEATRE;1.X.3.1.3.1.6.1.png;1.X.3.1.3.1.6.1.svg
1.X.3.1.3.1.6.2;S*G*USASC-;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|ADMINISTRATIVE (ADMIN)|PERSONNEL SERVICES|PERSONNEL CORPS;PERSONNEL CORPS;PERSONNEL CORPS;1.X.3.1.3.1.6.2.png;1.X.3.1.3.1.6.2.svg
1.X.3.1.3.1.7;S*G*USAM--;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|ADMINISTRATIVE (ADMIN)|MORTUARY/GRAVES REGISTRY;MORTUARY/GRAVES REGISTRY;MORGUE/REGISTRE DES TOMBES;1.X.3.1.3.1.7.png;1.X.3.1.3.1.7.svg
1.X.3.1.3.1.7.1;S*G*USAMT-;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|ADMINISTRATIVE (ADMIN)|MORTUARY/GRAVES REGISTRY|MORTUARY/GRAVES REGISTRY THEATER;MORTUARY/GRAVES REGISTRY THEATER;MORUARY/GRAVES REGISTRY THEATER;1.X.3.1.3.1.7.1.png;1.X.3.1.3.1.7.1.svg
1.X.3.1.3.1.7.2;S*G*USAMC-;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|ADMINISTRATIVE (ADMIN)|MORTUARY/GRAVES REGISTRY|MORTUARY/GRAVES REGISTRY CORPS;MORTUARY/GRAVES REGISTRY CORPS;CORPS DE LA MORGUE ET DES SEPULTURES;1.X.3.1.3.1.7.2.png;1.X.3.1.3.1.7.2.svg
1.X.3.1.3.1.8;S*G*USAR--;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|ADMINISTRATIVE (ADMIN)|RELIGIOUS/CHAPLAIN;RELIGIOUS/CHAPLAIN;RELIGIEUX/CHAPELAIN;1.X.3.1.3.1.8.png;1.X.3.1.3.1.8.svg
1.X.3.1.3.1.8.1;S*G*USART-;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|ADMINISTRATIVE (ADMIN)|RELIGIOUS/CHAPLAIN|RELIGIOUS/CHAPLAIN THEATER;RELIGIOUS/CHAPLAIN THEATER;RELIGIEUX/CHAPELAIN THEATRE;1.X.3.1.3.1.8.1.png;1.X.3.1.3.1.8.1.svg
1.X.3.1.3.1.8.2;S*G*USARC-;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|ADMINISTRATIVE (ADMIN)|RELIGIOUS/CHAPLAIN|RELIGIOUS/CHAPLAIN CORPS;RELIGIOUS/CHAPLAIN CORPS;CORPS RELIGIEUX/CHAPELAIN;1.X.3.1.3.1.8.2.png;1.X.3.1.3.1.8.2.svg
1.X.3.1.3.1.9;S*G*USAP--;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|ADMINISTRATIVE (ADMIN)|PUBLIC AFFAIRS;PUBLIC AFFAIRS;AFFAIRES PUBLIQUES;1.X.3.1.3.1.9.png;1.X.3.1.3.1.9.svg
1.X.3.1.3.1.9.1;S*G*USAPT-;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|ADMINISTRATIVE (ADMIN)|PUBLIC AFFAIRS|PUBLIC AFFAIRS THEATER;PUBLIC AFFAIRS THEATER;THEATRE DES AFFAIRES PUBLIQUES;1.X.3.1.3.1.9.1.png;1.X.3.1.3.1.9.1.svg
1.X.3.1.3.1.9.2;S*G*USAPC-;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|ADMINISTRATIVE (ADMIN)|PUBLIC AFFAIRS|PUBLIC AFFAIRS CORPS;PUBLIC AFFAIRS CORPS;CORPS DES AFFAIRES PUBLIQUES;1.X.3.1.3.1.9.2.png;1.X.3.1.3.1.9.2.svg
1.X.3.1.3.1.9.3;S*G*USAPB-;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|ADMINISTRATIVE (ADMIN)|PUBLIC AFFAIRS|PUBLIC AFFAIRS BROADCAST;PUBLIC AFFAIRS BROADCAST;DIFFUSION DES AFFAIRES PUBLIQUES;1.X.3.1.3.1.9.3.png;1.X.3.1.3.1.9.3.svg
