APP6-C-Domain;APP6-C-FullPath;APP6-NAME;APP6-NAME-FR;APP6-C-HIERARCHY-NAME;APP6-C-HIERARCHY;APP6-B-SIDC;APP6-C-SIDC;APP6-D-SIDC;APP6-D-Domain;APP6-D-Entity;APP6-D-EntityType;APP6-D-EntitySubtype
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT SUPPORT|MILITARY INTELLIGENCE|SIGNAL INTELLIGENCE (SIGINT)|ELECTRONIC WARFARE|DIRECTION FINDING;DIRECTION FINDING;RECHERCHE DE DIRECTION;GRDTRK.UNT.CS.MILINT.SIGINT.ECW.DFN;1.X.3.1.2.2.2.1.2;S*G*UUMSED;S*G*UUMSED;10031000001505020000;LAND UNIT;Intelligence;Electronic Warfare;Direction Finding
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT SUPPORT|MILITARY INTELLIGENCE|SIGNAL INTELLIGENCE (SIGINT)|ELECTRONIC WARFARE|INTERCEPT;INTERCEPT;INTERCEPTION;GRDTRK.UNT.CS.MILINT.SIGINT.ECW.INC;1.X.3.1.2.2.2.1.3;S*G*UUMSEI;S*G*UUMSEI;10031000001505030000;LAND UNIT;Intelligence;Electronic Warfare;Intercept
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT SUPPORT|MILITARY INTELLIGENCE|SIGNAL INTELLIGENCE (SIGINT)|ELECTRONIC WARFARE|JAMMING;JAMMING;BROUILLAGE;GRDTRK.UNT.CS.MILINT.SIGINT.ECW.JMG;1.X.3.1.2.2.2.1.4;S*G*UUMSEJ;S*G*UUMSEJ;10031000001505040000;LAND UNIT;Intelligence;Electronic Warfare;Jamming
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT SUPPORT|MILITARY INTELLIGENCE|SIGNAL INTELLIGENCE (SIGINT)|ELECTRONIC WARFARE|THEATER;THEATER;THEATRE;GRDTRK.UNT.CS.MILINT.SIGINT.ECW.THT;1.X.3.1.2.2.2.1.5;S*G*UUMSET;S*G*UUMSET;10031000001505000000;LAND UNIT;Intelligence;Electronic Warfare;
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT SUPPORT|MILITARY INTELLIGENCE|SIGNAL INTELLIGENCE (SIGINT)|ELECTRONIC WARFARE|CORPS;CORPS;CORPS;GRDTRK.UNT.CS.MILINT.SIGINT.ECW.CRP;1.X.3.1.2.2.2.1.6;S*G*UUMSEC;S*G*UUMSEC;10031000001505000000;LAND UNIT;Intelligence;Electronic Warfare;
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT SUPPORT|MILITARY INTELLIGENCE|COUNTERINTELLIGENCE;COUNTERINTELLIGENCE;CONTRE-ESPIONNAGE;GRDTRK.UNT.CS.MILINT.CINT;1.X.3.1.2.2.3;S*G*UUMC--;S*G*UUMC--;10031000001502000000;LAND UNIT;Intelligence;Counterintelligence;
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT SUPPORT|MILITARY INTELLIGENCE|SURVEILLANCE;SURVEILLANCE;SURVEILLANCE;GRDTRK.UNT.CS.MILINT.SVL;1.X.3.1.2.2.4;S*G*UUMR--;S*G*UUMR--;10031000001510000000;LAND UNIT;Intelligence;Military Intelligence;
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT SUPPORT|MILITARY INTELLIGENCE|SURVEILLANCE|GROUND SURVEILLANCE RADAR;GROUND SURVEILLANCE RADAR;RADAR DE SURVEILLANCE TERRESTRE;GRDTRK.UNT.CS.MILINT.SVL.GRDSR;1.X.3.1.2.2.4.1;S*G*UUMRG-;S*G*UUMRG-;10031000001510005000;LAND UNIT;Intelligence;Military Intelligence;
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT SUPPORT|MILITARY INTELLIGENCE|SURVEILLANCE|SENSOR|SENSOR SCM;SENSOR SCM;CAPTEUR SCM;GRDTRK.UNT.CS.MILINT.SVL.SNS.SCM;1.X.3.1.2.2.4.2.1;S*G*UUMRSS;S*G*UUMRSS;10031000001510005600;LAND UNIT;Intelligence;Military Intelligence;
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT SUPPORT|MILITARY INTELLIGENCE|SURVEILLANCE|GROUND STATION MODULE;GROUND STATION MODULE;MODULE DE STATION TERRESTRE;GRDTRK.UNT.CS.MILINT.SVL.GRDSM;1.X.3.1.2.2.4.3;S*G*UUMRX-;S*G*UUMRX-;10031000001510002800;LAND UNIT;Intelligence;Military Intelligence;
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT SUPPORT|MILITARY INTELLIGENCE|SURVEILLANCE|METEOROLOGICAL;METEOROLOGICAL;METEOROLOGIQUE;GRDTRK.UNT.CBT.FLDART.METO;1.X.3.1.2.2.4.4;S*G*UCFO--;S*G*UCFO--;10031000001306000000;LAND UNIT;Fires;Meteorological;
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT SUPPORT|MILITARY INTELLIGENCE|SURVEILLANCE|METEOROLOGICAL;METEOROLOGICAL;METEOROLOGIQUE;GRDTRK.UNT.CS.MILINT.SVL.METO;1.X.3.1.2.2.4.4;S*G*UUMMO-;S*G*UUMMO-;10031000001510003200;LAND UNIT;Intelligence;Military Intelligence;
EMERGENCY-MANAGEMENT;GROUND TRACK|UNIT|COMBAT SUPPORT|MILITARY INTELLIGENCE|OPERATIONS;OPERATIONS;OPERATIONS;EMS.OPN;1.X.3.1.2.2.5;;E-O-------;;;;;
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT SUPPORT|MILITARY INTELLIGENCE|OPERATIONS;OPERATIONS;OPERATIONS;GRDTRK.UNT.CS.MILINT.OPN;1.X.3.1.2.2.5;S*G*UUMO--;S*G*UUMO--;10031000001510004900;LAND UNIT;Intelligence;Military Intelligence;
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT SUPPORT|MILITARY INTELLIGENCE|TACTICAL EXPLOIT;TACTICAL EXPLOIT;EXPLOITATION TACTIQUE;GRDTRK.UNT.CS.MILINT.TACEXP;1.X.3.1.2.2.6;S*G*UUMT--;S*G*UUMT--;10031000001510006600;LAND UNIT;Intelligence;Military Intelligence;
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT SUPPORT|MILITARY INTELLIGENCE|INTERROGATION;INTERROGATION;INTERROGATION;GRDTRK.UNT.CS.MILINT.INTGN;1.X.3.1.2.2.7;S*G*UUMQ--;S*G*UUMQ--;10031000001507000000;LAND UNIT;Intelligence;Interrogation;
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT SUPPORT|MILITARY INTELLIGENCE|JOINT INTELLIGENCE CENTER;JOINT INTELLIGENCE CENTER;CENTRE DE RENSEIGNEMENT INTEGRE;GRDTRK.UNT.CS.MILINT.JINTCT;1.X.3.1.2.2.8;S*G*UUMJ--;S*G*UUMJ--;10031000001509000000;LAND UNIT;Intelligence;Joint Intelligence Center;
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT SUPPORT|LAW ENFORCEMENT UNIT;LAW ENFORCEMENT UNIT;UNITE D'APPLICATION DE LA LOI;GRDTRK.UNT.CS.LAWENU;1.X.3.1.2.3;S*G*UUL---;S*G*UUL---;10031000002007000000;LAND UNIT;Law Enforcement;Police;
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT SUPPORT|LAW ENFORCEMENT UNIT|SHORE PATROL;SHORE PATROL;PATROUILLE COTIERE;GRDTRK.UNT.CS.LAWENU.SHRPAT;1.X.3.1.2.3.1;S*G*UULS--;S*G*UULS--;10031000001420000000;LAND UNIT;Protection;Shore Patrol;
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT SUPPORT|LAW ENFORCEMENT UNIT|MILITARY POLICE;MILITARY POLICE;POLICE MILITAIRE;GRDTRK.UNT.CS.LAWENU.MILP;1.X.3.1.2.3.2;S*G*UULM--;S*G*UULM--;10031000001412000000;LAND UNIT;Protection;Military Police;
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT SUPPORT|LAW ENFORCEMENT UNIT|CIVILIAN LAW ENFORCEMENT;CIVILIAN LAW ENFORCEMENT;POLICE CIVILE;GRDTRK.UNT.CS.LAWENU.CLE;1.X.3.1.2.3.3;S*G*UULC--;S*G*UULC--;10031000002007000000;LAND UNIT;Law Enforcement;Police;
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT SUPPORT|LAW ENFORCEMENT UNIT|SECURITY POLICE (AIR);SECURITY POLICE (AIR);POLICE DE SECURITE (AIR);GRDTRK.UNT.CS.LAWENU.SECPOL;1.X.3.1.2.3.4;S*G*UULF--;S*G*UULF--;10031000001419000000;LAND UNIT;Protection;Security Police (Air);
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT SUPPORT|LAW ENFORCEMENT UNIT|CENTRAL INTELLIGENCE DIVISION (CID);CENTRAL INTELLIGENCE DIVISION (CID);DIVISION CENTRALE DU RENSEIGNEMENT (CID);GRDTRK.UNT.CS.LAWENU.CID;1.X.3.1.2.3.5;S*G*UULD--;S*G*UULD--;10031000001403000000;LAND UNIT;Protection;Criminal Investigation Division;
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT SUPPORT|SIGNAL UNIT;SIGNAL UNIT;UNITE DE SIGNAUX;GRDTRK.UNT.CS.SIGUNT;1.X.3.1.2.4;S*G*UUS---;S*G*UUS---;10031000001110000000;LAND UNIT;Command and Control;Signal;
TACTICAL-GRAPHICS;GROUND TRACK|UNIT|COMBAT SUPPORT|SIGNAL UNIT|AREA;AREA;ZONE;TACGRP.C2GM.SPL.ARA;1.X.3.1.2.4.1;G*G*SA----;G*G*SA----;10032500001413000000;CONTROL MEASURES;Maneuver Lines;Airhead Line;
TACTICAL-GRAPHICS;GROUND TRACK|UNIT|COMBAT SUPPORT|SIGNAL UNIT|AREA;AREA;ZONE;TACGRP.CSS.ARA;1.X.3.1.2.4.1;G*S*A-----;G*S*A-----;10032500003101000000;CONTROL MEASURES;Sustainment Areas;Detainee Holding Area;
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT SUPPORT|SIGNAL UNIT|AREA;AREA;ZONE;GRDTRK.UNT.CS.SIGUNT.ARA;1.X.3.1.2.4.1;S*G*UUSA--;S*G*UUSA--;10031000001110000200;LAND UNIT;Command and Control;Signal;
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT SUPPORT|SIGNAL UNIT|COMMUNICATION CONFIGURED PACKAGE;COMMUNICATION CONFIGURED PACKAGE;PAQUET CONFIGURE POUR LA COMMUNICATION;GRDTRK.UNT.CS.SIGUNT.COMCP;1.X.3.1.2.4.2;S*G*UUSC--;S*G*UUSC--;10031000001110001100;LAND UNIT;Command and Control;Signal;
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT SUPPORT|SIGNAL UNIT|COMMUNICATION CONFIGURED PACKAGE|LARGE COMMUNICATION CONFIGURED PACKAGE (LCCP);LARGE COMMUNICATION CONFIGURED PACKAGE (LCCP);PAQUET CONFIGURE POUR LA GRANDE COMMUNICATION (LCCP);GRDTRK.UNT.CS.SIGUNT.COMCP.LCCP;1.X.3.1.2.4.2.1;S*G*UUSCL-;S*G*UUSCL-;10031000001110001100;LAND UNIT;Command and Control;Signal;
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT SUPPORT|SIGNAL UNIT|COMMAND OPERATIONS;COMMAND OPERATIONS;OPERATIONS DE COMMANDEMENT;GRDTRK.UNT.CS.SIGUNT.CMDOPN;1.X.3.1.2.4.3;S*G*UUSO--;S*G*UUSO--;10031000001110004900;LAND UNIT;Command and Control;Signal;
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT SUPPORT|SIGNAL UNIT|FORWARD COMMUNICATIONS;FORWARD COMMUNICATIONS;COMMUNICATIONS VERS L'AVANT;GRDTRK.UNT.CS.SIGUNT.FWDCOM;1.X.3.1.2.4.4;S*G*UUSF--;S*G*UUSF--;10031000001110002700;LAND UNIT;Command and Control;Signal;
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT SUPPORT|SIGNAL UNIT|MULTIPLE SUBSCRIBER ELEMENT;MULTIPLE SUBSCRIBER ELEMENT;MULTIPLE ELEMENT ABONNE;GRDTRK.UNT.CS.SIGUNT.MSE;1.X.3.1.2.4.5;S*G*UUSM--;S*G*UUSM--;10031000001110003600;LAND UNIT;Command and Control;Signal;
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT SUPPORT|SIGNAL UNIT|MULTIPLE SUBSCRIBER ELEMENT|SMALL EXTENSION NODE;SMALL EXTENSION NODE;PETIT N?UD D'EXTENSION;GRDTRK.UNT.CS.SIGUNT.MSE.SEN;1.X.3.1.2.4.5.1;S*G*UUSMS-;S*G*UUSMS-;10031000001110003600;LAND UNIT;Command and Control;Signal;
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT SUPPORT|SIGNAL UNIT|MULTIPLE SUBSCRIBER ELEMENT|LARGE EXTENSION NODE;LARGE EXTENSION NODE;GRAND N?UD D'EXTENSION;GRDTRK.UNT.CS.SIGUNT.MSE.LEN;1.X.3.1.2.4.5.2;S*G*UUSML-;S*G*UUSML-;10031000001110003000;LAND UNIT;Command and Control;Signal;
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT SUPPORT|SIGNAL UNIT|MULTIPLE SUBSCRIBER ELEMENT|NODE CENTER;NODE CENTER;CENTRE DU N?UD;GRDTRK.UNT.CS.SIGUNT.MSE.NODCTR;1.X.3.1.2.4.5.3;S*G*UUSMN-;S*G*UUSMN-;10031000001110004700;LAND UNIT;Command and Control;Signal;
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT SUPPORT|SIGNAL UNIT|RADIO UNIT;RADIO UNIT;UNITE RADIO;GRDTRK.UNT.CS.SIGUNT.RDOUNT;1.X.3.1.2.4.6;S*G*UUSR--;S*G*UUSR--;10031000001110010000;LAND UNIT;Command and Control;Signal;Radio
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT SUPPORT|SIGNAL UNIT|RADIO UNIT|TACTICAL SATELLITE;TACTICAL SATELLITE;SATELLITE TACTIQUE;GRDTRK.UNT.CS.SIGUNT.RDOUNT.TACSAT;1.X.3.1.2.4.6.1;S*G*UUSRS-;S*G*UUSRS-;10031000001110040000;LAND UNIT;Command and Control;Signal;Tactical Satellite
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT SUPPORT|SIGNAL UNIT|RADIO UNIT|TELETYPE CENTER;TELETYPE CENTER;CENTRE DE TELETYPE;GRDTRK.UNT.CS.SIGUNT.RDOUNT.TTYCTR;1.X.3.1.2.4.6.2;S*G*UUSRT-;S*G*UUSRT-;10031000001110030000;LAND UNIT;Command and Control;Signal;Teletype
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT SUPPORT|SIGNAL UNIT|RADIO UNIT|RELAY;RELAY;RELAIS;GRDTRK.UNT.CS.SIGUNT.RDOUNT.RLY;1.X.3.1.2.4.6.3;S*G*UUSRW-;S*G*UUSRW-;10031000001110020000;LAND UNIT;Command and Control;Signal;Radio Relay
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT SUPPORT|SIGNAL UNIT|SIGNAL SUPPORT;SIGNAL SUPPORT;SUPPORT DE SIGNAUX;GRDTRK.UNT.CS.SIGUNT.SIGSUP;1.X.3.1.2.4.7;S*G*UUSS--;S*G*UUSS--;10031000001110007700;LAND UNIT;Command and Control;Signal;
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT SUPPORT|SIGNAL UNIT|TELEPHONE SWITCH;TELEPHONE SWITCH;COMMUTATEUR TELEPHONIQUE;GRDTRK.UNT.CS.SIGUNT.PHOSWT;1.X.3.1.2.4.8;S*G*UUSW--;S*G*UUSW--;10031000001110000000;LAND UNIT;Command and Control;Signal;
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT SUPPORT|SIGNAL UNIT|ELECTRONIC RANGING;ELECTRONIC RANGING;TELEMETRIE ELECTRONIQUE;GRDTRK.UNT.CS.SIGUNT.ECRG;1.X.3.1.2.4.9;S*G*UUSX--;S*G*UUSX--;10031000001504000000;LAND UNIT;Intelligence;Electronic Ranging;
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT SUPPORT|INFORMATION WARFARE UNIT;INFORMATION WARFARE UNIT;UNITE DE GUERRE DE L'INFORMATION;GRDTRK.UNT.CS.IWU;1.X.3.1.2.5;S*G*UUI---;S*G*UUI---;10031000001402000000;LAND UNIT;Protection;Combat Support (Maneuver Enhancement);
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT SUPPORT|LANDING SUPPORT;LANDING SUPPORT;SOUTIEN AU DEBARQUEMENT;GRDTRK.UNT.CS.LNDSUP;1.X.3.1.2.6;S*G*UUP---;S*G*UUP---;10031000001203002900;LAND UNIT;Movement and Maneuver;{Reserved for future use};
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT SUPPORT|EXPLOSIVE ORDNANCE DISPOSAL;EXPLOSIVE ORDNANCE DISPOSAL;NEUTRALISATION DES EXPLOSIFS ET MUNITIONS;GRDTRK.UNT.CS.EOD;1.X.3.1.2.7;S*G*UUE---;S*G*UUE---;10031000001408000000;LAND UNIT;Protection;Explosive Ordnance Disposal (EOD);
TACTICAL-GRAPHICS;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT;COMBAT SERVICE SUPPORT;SOUTIEN AU SERVICE DE COMBAT;TACGRP.CSS;1.X.3.1.3;G*S*------;G*S*------;;;;;
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT;COMBAT SERVICE SUPPORT;SOUTIEN AU SERVICE DE COMBAT;GRDTRK.UNT.CSS;1.X.3.1.3;S*G*US----;S*G*US----;10031000001606000000;LAND UNIT;Sustainment;Combat Service Support;
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|ADMINISTRATIVE (ADMIN);ADMINISTRATIVE (ADMIN);ADMINISTRATION (ADMIN);GRDTRK.UNT.CSS.ADMIN;1.X.3.1.3.1;S*G*USA---;S*G*USA---;10031000001601000000;LAND UNIT;Sustainment;Administrative;
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|ADMINISTRATIVE (ADMIN)|ADMIN THEATER;ADMIN THEATER;ADMIN THEATRE;GRDTRK.UNT.CSS.ADMIN.THT;1.X.3.1.3.1.1;S*G*USAT--;S*G*USAT--;10031000001601000000;LAND UNIT;Sustainment;Administrative;
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|ADMINISTRATIVE (ADMIN)|ADMIN CORPS;ADMIN CORPS;ADMIN CORPS;GRDTRK.UNT.CSS.ADMIN.CRP;1.X.3.1.3.1.2;S*G*USAC--;S*G*USAC--;10031000001601000000;LAND UNIT;Sustainment;Administrative;
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|ADMINISTRATIVE (ADMIN)|JUDGE ADVOCATE GENERAL (JAG);JUDGE ADVOCATE GENERAL (JAG);JUGE-AVOCAT GENERAL (JAG);GRDTRK.UNT.CSS.ADMIN.JAG;1.X.3.1.3.1.3;S*G*USAJ--;S*G*USAJ--;10031000001608000000;LAND UNIT;Sustainment;Judge Advocate General;
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|ADMINISTRATIVE (ADMIN)|JUDGE ADVOCATE GENERAL (JAG)|JAG THEATER;JAG THEATER;THEATRE JAG;GRDTRK.UNT.CSS.ADMIN.JAG.THT;1.X.3.1.3.1.3.1;S*G*USAJT-;S*G*USAJT-;10031000001608000000;LAND UNIT;Sustainment;Judge Advocate General;
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|ADMINISTRATIVE (ADMIN)|JUDGE ADVOCATE GENERAL (JAG)|JAG CORPS;JAG CORPS;CORPS DU JAG;GRDTRK.UNT.CSS.ADMIN.JAG.CRP;1.X.3.1.3.1.3.2;S*G*USAJC-;S*G*USAJC-;10031000001608000000;LAND UNIT;Sustainment;Judge Advocate General;
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|ADMINISTRATIVE (ADMIN)|POSTAL;POSTAL;POSTAL;GRDTRK.UNT.CSS.ADMIN.PST;1.X.3.1.3.1.4;S*G*USAO--;S*G*USAO--;10031000001627000000;LAND UNIT;Sustainment;{Reserved for future use};
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|ADMINISTRATIVE (ADMIN)|POSTAL|POSTAL THEATER;POSTAL THEATER;THEATRE POSTAL;GRDTRK.UNT.CSS.ADMIN.PST.THT;1.X.3.1.3.1.4.1;S*G*USAOT-;S*G*USAOT-;10031000001627000000;LAND UNIT;Sustainment;{Reserved for future use};
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|ADMINISTRATIVE (ADMIN)|POSTAL|POSTAL CORPS;POSTAL CORPS;CORPS POSTAL;GRDTRK.UNT.CSS.ADMIN.PST.CRP;1.X.3.1.3.1.4.2;S*G*USAOC-;S*G*USAOC-;10031000001627000000;LAND UNIT;Sustainment;{Reserved for future use};
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|ADMINISTRATIVE (ADMIN)|FINANCE;FINANCE;FINANCE;GRDTRK.UNT.CSS.ADMIN.FIN;1.X.3.1.3.1.5;S*G*USAF--;S*G*USAF--;10031000001607000000;LAND UNIT;Sustainment;Finance;
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|ADMINISTRATIVE (ADMIN)|FINANCE|FINANCE THEATER;FINANCE THEATER;THEATRE DES FINANCES;GRDTRK.UNT.CSS.ADMIN.FIN.THT;1.X.3.1.3.1.5.1;S*G*USAFT-;S*G*USAFT-;10031000001607000000;LAND UNIT;Sustainment;Finance;
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|ADMINISTRATIVE (ADMIN)|FINANCE|FINANCE CORPS;FINANCE CORPS;CORPS FINANCIER;GRDTRK.UNT.CSS.ADMIN.FIN.CRP;1.X.3.1.3.1.5.2;S*G*USAFC-;S*G*USAFC-;10031000001607000000;LAND UNIT;Sustainment;Finance;
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|ADMINISTRATIVE (ADMIN)|PERSONNEL SERVICES;PERSONNEL SERVICES;SERVICES DU PERSONNEL;GRDTRK.UNT.CSS.ADMIN.PERSVC;1.X.3.1.3.1.6;S*G*USAS--;S*G*USAS--;10031000001624000000;LAND UNIT;Sustainment;Personnel Services;
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|ADMINISTRATIVE (ADMIN)|PERSONNEL SERVICES|PERSONNEL THEATER;PERSONNEL THEATER;PERSONNEL THEATRE;GRDTRK.UNT.CSS.ADMIN.PERSVC.THT;1.X.3.1.3.1.6.1;S*G*USAST-;S*G*USAST-;10031000001624000000;LAND UNIT;Sustainment;Personnel Services;
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|ADMINISTRATIVE (ADMIN)|PERSONNEL SERVICES|PERSONNEL CORPS;PERSONNEL CORPS;PERSONNEL CORPS;GRDTRK.UNT.CSS.ADMIN.PERSVC.CRP;1.X.3.1.3.1.6.2;S*G*USASC-;S*G*USASC-;10031000001624000000;LAND UNIT;Sustainment;Personnel Services;
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|ADMINISTRATIVE (ADMIN)|MORTUARY/GRAVES REGISTRY;MORTUARY/GRAVES REGISTRY;MORGUE/REGISTRE DES TOMBES;GRDTRK.UNT.CSS.ADMIN.MTRY;1.X.3.1.3.1.7;S*G*USAM--;S*G*USAM--;10031000001616000000;LAND UNIT;Sustainment;Mortuary Affairs;
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|ADMINISTRATIVE (ADMIN)|MORTUARY/GRAVES REGISTRY|MORTUARY/GRAVES REGISTRY THEATER;MORTUARY/GRAVES REGISTRY THEATER;MORUARY/GRAVES REGISTRY THEATER;GRDTRK.UNT.CSS.ADMIN.MTRY.THT;1.X.3.1.3.1.7.1;S*G*USAMT-;S*G*USAMT-;10031000001616000000;LAND UNIT;Sustainment;Mortuary Affairs;
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|ADMINISTRATIVE (ADMIN)|MORTUARY/GRAVES REGISTRY|MORTUARY/GRAVES REGISTRY CORPS;MORTUARY/GRAVES REGISTRY CORPS;CORPS DE LA MORGUE ET DES SEPULTURES;GRDTRK.UNT.CSS.ADMIN.MTRY.CRP;1.X.3.1.3.1.7.2;S*G*USAMC-;S*G*USAMC-;10031000001616000000;LAND UNIT;Sustainment;Mortuary Affairs;
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|ADMINISTRATIVE (ADMIN)|RELIGIOUS/CHAPLAIN;RELIGIOUS/CHAPLAIN;RELIGIEUX/CHAPELAIN;GRDTRK.UNT.CSS.ADMIN.RELG;1.X.3.1.3.1.8;S*G*USAR--;S*G*USAR--;10031000001631000000;LAND UNIT;Sustainment;Religious Support;
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|ADMINISTRATIVE (ADMIN)|RELIGIOUS/CHAPLAIN|RELIGIOUS/CHAPLAIN THEATER;RELIGIOUS/CHAPLAIN THEATER;RELIGIEUX/CHAPELAIN THEATRE;GRDTRK.UNT.CSS.ADMIN.RELG.THT;1.X.3.1.3.1.8.1;S*G*USART-;S*G*USART-;10031000001631000000;LAND UNIT;Sustainment;Religious Support;
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|ADMINISTRATIVE (ADMIN)|RELIGIOUS/CHAPLAIN|RELIGIOUS/CHAPLAIN CORPS;RELIGIOUS/CHAPLAIN CORPS;CORPS RELIGIEUX/CHAPELAIN;GRDTRK.UNT.CSS.ADMIN.RELG.CRP;1.X.3.1.3.1.8.2;S*G*USARC-;S*G*USARC-;10031000001631000000;LAND UNIT;Sustainment;Religious Support;
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|ADMINISTRATIVE (ADMIN)|PUBLIC AFFAIRS;PUBLIC AFFAIRS;AFFAIRES PUBLIQUES;GRDTRK.UNT.CSS.ADMIN.PUBAFF;1.X.3.1.3.1.9;S*G*USAP--;S*G*USAP--;10031000001628000000;LAND UNIT;Sustainment;Public Affairs/Public Information;
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|ADMINISTRATIVE (ADMIN)|PUBLIC AFFAIRS|PUBLIC AFFAIRS THEATER;PUBLIC AFFAIRS THEATER;THEATRE DES AFFAIRES PUBLIQUES;GRDTRK.UNT.CSS.ADMIN.PUBAFF.THT;1.X.3.1.3.1.9.1;S*G*USAPT-;S*G*USAPT-;10031000001628000000;LAND UNIT;Sustainment;Public Affairs/Public Information;
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|ADMINISTRATIVE (ADMIN)|PUBLIC AFFAIRS|PUBLIC AFFAIRS CORPS;PUBLIC AFFAIRS CORPS;CORPS DES AFFAIRES PUBLIQUES;GRDTRK.UNT.CSS.ADMIN.PUBAFF.CRP;1.X.3.1.3.1.9.2;S*G*USAPC-;S*G*USAPC-;10031000001628000000;LAND UNIT;Sustainment;Public Affairs/Public Information;
GROUND-UNIT;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|ADMINISTRATIVE (ADMIN)|PUBLIC AFFAIRS|PUBLIC AFFAIRS BROADCAST;PUBLIC AFFAIRS BROADCAST;DIFFUSION DES AFFAIRES PUBLIQUES;GRDTRK.UNT.CSS.ADMIN.PUBAFF.BRCT;1.X.3.1.3.1.9.3;S*G*USAPB-;S*G*USAPB-;10031000001649000000;LAND UNIT;Sustainment;Broadcast;
